event_id,summary_id,sidx,loss
607,1,1,57740.16
608,1,-1,30127.60
608,1,1,77244.22
609,1,-1,16014.05
609,1,1,45914.59
610,1,-1,75967.53
610,1,1,47861.91
611,1,-1,58116.52
611,1,1,84624.68
612,1,-1,40093.90
612,1,1,153126.11
613,1,-1,144976.28
613,1,1,53600.39
614,1,-1,69045.56
614,1,1,48912.12
615,1,-1,103312.12
615,1,1,67421.42
616,1,-1,153889.20
616,1,1,126719.66
617,1,-1,91859.52
617,1,1,25571.62
618,1,-1,63457.09
618,1,1,94986.95
619,1,-1,44164.62
619,1,1,112175.27
620,1,-1,88235.47
620,1,1,64962.25
621,1,-1,124312.96
621,1,1,128668.22
622,1,-1,113507.46
622,1,1,25506.57
623,1,-1,70775.32
623,1,1,65833.37
624,1,-1,56036.31
624,1,1,141240.30
625,1,-1,100461.36
625,1,1,117268.73
626,1,-1,58374.29
626,1,1,147324.03
627,1,-1,99770.56
627,1,1,74750.07
628,1,-1,135704.53
628,1,1,35883.22
629,1,-1,79346.80
629,1,1,30593.16
630,1,-1,86541.80
630,1,1,95180.96
631,1,-1,82802.30
631,1,1,90313.62
632,1,-1,71487.59
632,1,1,44688.89
633,1,-1,72559.98
633,1,1,86169.69
634,1,-1,86888.66
634,1,1,77907.26
635,1,-1,71026.77
635,1,1,64314.98
636,1,-1,94113.88
636,1,1,50814.58
637,1,-1,96520.59
637,1,1,97107.07
638,1,-1,112913.27
638,1,1,81945.55
639,1,-1,66360.02
639,1,1,82382.41
640,1,-1,109917.96
640,1,1,84442.24
641,1,-1,43043.61
641,1,1,53097.74
642,1,-1,94537.63
642,1,1,56986.43
643,1,-1,107369.78
643,1,1,75919.20
644,1,-1,62914.62
644,1,1,97193.36
645,1,-1,149632.14
645,1,1,42566.88
646,1,-1,88313.59
646,1,1,52533.75
647,1,-1,91100.07
647,1,1,72420.84
648,1,-1,156954.14
648,1,1,15154.89
649,1,-1,11852.19
649,1,1,71913.05
650,1,-1,83660.37
650,1,1,62253.15
651,1,-1,79532.25
651,1,1,147056.41
652,1,-1,44872.95
652,1,1,45909.65
653,1,-1,55577.72
653,1,1,53905.91
654,1,-1,164269.12
654,1,1,46262.28
655,1,-1,26348.76
655,1,1,98568.27
656,1,-1,143598.80
656,1,1,77760.49
657,1,-1,34891.74
657,1,1,66598.73
658,1,-1,81994.74
658,1,1,145739.03
659,1,-1,92099.73
659,1,1,25519.28
660,1,-1,105696.29
660,1,1,100015.06
661,1,-1,66063.20
661,1,1,159540.30
662,1,-1,114551.08
662,1,1,142416.48
663,1,-1,109525.51
663,1,1,18668.28
664,1,-1,91688.46
664,1,1,155679.41
665,1,-1,63223.48
665,1,1,52045.93
666,1,-1,14885.39
666,1,1,45933.10
667,1,-1,83796.17
667,1,1,34909.05
668,1,-1,140109.97
668,1,1,34181.16
669,1,-1,19055.54
669,1,1,70127.01
670,1,-1,102498.56
670,1,1,47714.71
671,1,-1,26350.85
671,1,1,84648.43
672,1,-1,76467.73
672,1,1,118978.84
673,1,-1,72368.06
673,1,1,151918.92
674,1,-1,70514.00
674,1,1,152282.55
675,1,-1,127192.82
675,1,1,55786.56
676,1,-1,68229.05
676,1,1,104592.98
677,1,-1,137786.06
677,1,1,33539.34
678,1,-1,47153.45
678,1,1,158400.44
679,1,-1,35995.21
679,1,1,83718.59
680,1,-1,28596.34
680,1,1,33707.99
681,1,-1,144297.09
681,1,1,91188.59
682,1,-1,89345.08
682,1,1,41551.97
683,1,-1,44119.27
683,1,1,106927.37
684,1,-1,58868.54
684,1,1,100516.05
685,1,-1,20089.76
685,1,1,176990.20
686,1,-1,89043.46
686,1,1,95532.59
687,1,-1,53689.92
687,1,1,121552.58
688,1,-1,74348.54
688,1,1,112815.08
689,1,-1,88793.50
689,1,1,169988.22
690,1,-1,70295.22
690,1,1,143171.67
691,1,-1,159938.44
691,1,1,119160.98
692,1,-1,66208.24
692,1,1,71785.29
693,1,-1,16596.86
693,1,1,69568.34
694,1,-1,83277.65
694,1,1,50344.61
695,1,-1,169699.48
695,1,1,6601.92
696,1,-1,41276.27
696,1,1,13850.05
697,1,-1,90086.69
697,1,1,68987.04
698,1,-1,102577.07
698,1,1,95489.64
699,1,-1,40000.01
699,1,1,120594.06
700,1,-1,125516.35
700,1,1,53846.50
701,1,-1,85095.19
701,1,1,42335.79
702,1,-1,127032.26
702,1,1,27607.18
703,1,-1,156692.39
703,1,1,54496.00
704,1,-1,83096.90
704,1,1,125504.52
705,1,-1,105751.80
705,1,1,72228.41
706,1,-1,134585.55
706,1,1,29679.52
707,1,-1,81864.03
707,1,1,50246.85
708,1,-1,29108.33
708,1,1,105620.73
709,1,-1,118219.65
709,1,1,117732.91
710,1,-1,52129.59
710,1,1,78788.63
711,1,-1,70977.17
711,1,1,56225.20
712,1,-1,54757.66
712,1,1,92004.33
713,1,-1,126619.13
713,1,1,69350.70
714,1,-1,53680.38
714,1,1,100090.96
715,1,-1,80023.52
715,1,1,63008.94
716,1,-1,102799.83
716,1,1,89973.39
717,1,-1,126586.27
717,1,1,55468.20
718,1,-1,105690.70
718,1,1,110166.53
719,1,-1,97816.59
719,1,1,42078.71
720,1,-1,130930.19
720,1,1,122138.88
721,1,-1,81933.53
721,1,1,84472.34
722,1,-1,67854.31
722,1,1,58391.07
723,1,-1,98056.51
723,1,1,46287.64
724,1,-1,43257.30
724,1,1,152325.73
725,1,-1,85748.42
725,1,1,145686.97
726,1,-1,120198.51
726,1,1,81225.76
727,1,-1,139204.81
727,1,1,100614.66
728,1,-1,64006.56
728,1,1,45873.27
729,1,-1,18056.14
729,1,1,111167.40
730,1,-1,82035.03
730,1,1,78002.75
731,1,-1,97533.10
731,1,1,65312.18
732,1,-1,149995.47
732,1,1,105562.97
733,1,-1,64285.06
733,1,1,85386.92
734,1,-1,107793.05
734,1,1,117054.17
735,1,-1,49006.80
735,1,1,30891.38
736,1,-1,100227.73
736,1,1,74033.34
737,1,-1,25907.97
737,1,1,107637.44
738,1,-1,39515.38
738,1,1,157993.36
739,1,-1,153899.62
739,1,1,62709.16
740,1,-1,61877.95
740,1,1,94261.07
741,1,-1,59832.80
741,1,1,45826.69
742,1,-1,133837.42
742,1,1,114401.52
743,1,-1,67391.76
743,1,1,120898.14
744,1,-1,48868.99
744,1,1,20984.43
745,1,-1,68322.44
745,1,1,95135.33
746,1,-1,15642.91
746,1,1,84613.20
747,1,-1,50115.43
747,1,1,66986.36
748,1,-1,97878.83
748,1,1,103814.54
749,1,-1,154707.23
749,1,1,70764.20
750,1,-1,38241.86
750,1,1,25567.54
751,1,-1,83814.77
751,1,1,122106.55
752,1,-1,46099.23
752,1,1,43693.48
753,1,-1,130693.23
753,1,1,19843.45
754,1,-1,124196.89
754,1,1,104080.34
755,1,-1,29074.49
755,1,1,69391.77
756,1,-1,126491.70
756,1,1,69448.15
757,1,-1,30647.36
757,1,1,83081.69
758,1,-1,90168.92
758,1,1,36125.91
759,1,-1,43462.07
759,1,1,53587.88
760,1,-1,111296.02
760,1,1,151355.48
761,1,-1,27849.31
761,1,1,139398.25
762,1,-1,143987.56
762,1,1,106749.79
763,1,-1,99714.08
763,1,1,46085.88
764,1,-1,35316.48
764,1,1,88192.44
765,1,-1,48401.26
765,1,1,125479.27
766,1,-1,98702.56
766,1,1,156463.20
767,1,-1,120475.12
767,1,1,93463.69
768,1,-1,51740.24
768,1,1,56925.08
769,1,-1,20764.04
769,1,1,115585.50
770,1,-1,84711.56
770,1,1,88256.90
771,1,-1,16205.56
771,1,1,82696.44
772,1,-1,79816.00
772,1,1,105578.91
773,1,-1,38098.96
773,1,1,117187.91
774,1,-1,118315.99
774,1,1,104653.22
775,1,-1,50225.79
775,1,1,94950.00
776,1,-1,59283.62
776,1,1,69271.99
777,1,-1,59487.36
777,1,1,63298.80
778,1,-1,84112.54
778,1,1,155883.92
779,1,-1,42097.69
779,1,1,96662.17
780,1,-1,76652.73
780,1,1,119811.11
781,1,-1,26881.08
781,1,1,53700.36
782,1,-1,41617.02
782,1,1,113027.23
783,1,-1,7894.25
783,1,1,71399.40
784,1,-1,78873.48
784,1,1,22444.82
785,1,-1,96892.59
785,1,1,139285.64
786,1,-1,93536.23
786,1,1,100046.63
787,1,-1,108678.65
787,1,1,82479.38
788,1,-1,89414.15
788,1,1,131356.97
789,1,-1,98502.29
789,1,1,81760.77
790,1,-1,61721.67
790,1,1,149699.41
791,1,-1,113664.63
791,1,1,96664.30
792,1,-1,99085.71
792,1,1,96770.28
793,1,-1,12766.82
793,1,1,86890.47
794,1,-1,29204.63
794,1,1,92354.73
795,1,-1,42687.98
795,1,1,48676.41
796,1,-1,129852.85
796,1,1,85269.43
797,1,-1,99338.73
797,1,1,67768.80
798,1,-1,38522.35
798,1,1,51084.41
799,1,-1,122743.97
799,1,1,38307.88
800,1,-1,79739.24
800,1,1,110203.74
801,1,-1,71425.51
801,1,1,119442.98
802,1,-1,50126.25
802,1,1,63272.14
803,1,-1,63624.82
803,1,1,71242.39
804,1,-1,65603.45
804,1,1,94217.72
805,1,-1,103033.80
805,1,1,70152.90
806,1,-1,105422.20
806,1,1,103054.07
807,1,-1,118029.39
807,1,1,119955.57
808,1,-1,73867.95
808,1,1,119262.12
809,1,-1,102684.54
809,1,1,117421.59
810,1,-1,83228.07
810,1,1,10912.68
811,1,-1,9386.33
811,1,1,106837.72
812,1,-1,114011.20
812,1,1,123643.13
813,1,-1,58089.41
813,1,1,67850.80
814,1,-1,114869.14
814,1,1,142543.20
815,1,-1,68530.97
815,1,1,120804.05
816,1,-1,91596.66
816,1,1,85160.99
817,1,-1,105665.82
817,1,1,82909.64
818,1,-1,83461.66
818,1,1,76349.11
819,1,-1,54795.86
819,1,1,45286.25
820,1,-1,126488.41
820,1,1,144732.45
821,1,-1,89960.66
821,1,1,27669.71
822,1,-1,157328.72
822,1,1,23021.99
823,1,-1,13986.02
823,1,1,29500.54
824,1,-1,32422.32
824,1,1,63375.75
825,1,-1,97290.22
825,1,1,117857.54
826,1,-1,72953.80
826,1,1,98518.34
827,1,-1,83002.96
827,1,1,106841.20
828,1,-1,43590.73
828,1,1,69180.36
829,1,-1,56382.38
829,1,1,69871.80
830,1,-1,120667.16
830,1,1,105735.27
831,1,-1,67840.42
831,1,1,77396.10
832,1,-1,13628.11
832,1,1,59410.17
833,1,-1,64515.49
833,1,1,80912.68
834,1,-1,63151.57
834,1,1,127272.45
835,1,-1,159580.36
835,1,1,115137.07
836,1,-1,120361.46
836,1,1,130426.20
837,1,-1,754.79
837,1,1,93763.06
838,1,-1,106328.07
838,1,1,20015.53
839,1,-1,114854.73
839,1,1,70578.20
840,1,-1,91394.48
840,1,1,54725.91
841,1,-1,146021.41
841,1,1,23193.62
842,1,-1,131697.45
842,1,1,73104.62
843,1,-1,50318.79
843,1,1,106134.98
844,1,-1,14496.19
844,1,1,94714.09
845,1,-1,116393.55
845,1,1,80805.93
846,1,-1,85965.58
846,1,1,77396.52
847,1,-1,82030.62
847,1,1,52878.43
848,1,-1,136699.28
848,1,1,144009.77
849,1,-1,66284.48
849,1,1,76063.30
850,1,-1,86759.90
850,1,1,70557.57
851,1,-1,136420.12
851,1,1,76786.26
852,1,-1,109725.70
852,1,1,93617.63
853,1,-1,78522.73
853,1,1,103221.23
854,1,-1,130332.15
854,1,1,80996.17
855,1,-1,85783.66
855,1,1,117311.89
856,1,-1,70863.70
856,1,1,17645.80
857,1,-1,90738.75
857,1,1,6299.62
858,1,-1,103041.24
858,1,1,49449.62
859,1,-1,84619.34
859,1,1,124727.89
860,1,-1,121661.77
860,1,1,37839.56
861,1,-1,84955.07
861,1,1,75422.27
862,1,-1,141528.78
862,1,1,78920.66
863,1,-1,90181.42
863,1,1,91403.33
864,1,-1,84656.52
864,1,1,102055.92
865,1,-1,51758.95
865,1,1,77241.95
866,1,-1,42726.76
866,1,1,113744.46
867,1,-1,137996.77
867,1,1,32785.10
868,1,-1,113571.19
868,1,1,27517.64
869,1,-1,86632.95
869,1,1,128369.25
870,1,-1,81696.05
870,1,1,63148.38
871,1,-1,104142.88
871,1,1,55227.62
872,1,-1,91934.16
872,1,1,146581.72
873,1,-1,118847.67
873,1,1,79544.30
874,1,-1,147731.91
874,1,1,108968.77
875,1,-1,87869.84
875,1,1,160206.86
876,1,-1,120988.34
876,1,1,49633.95
877,1,-1,119710.22
877,1,1,97655.59
878,1,-1,48904.47
878,1,1,122472.04
879,1,-1,63432.77
879,1,1,73562.08
880,1,-1,117053.48
880,1,1,66840.48
881,1,-1,89614.99
881,1,1,90060.38
882,1,-1,55156.21
882,1,1,70540.50
883,1,-1,157014.64
883,1,1,72330.88
884,1,-1,93234.73
884,1,1,89543.31
885,1,-1,76712.73
885,1,1,81941.83
886,1,-1,82973.27
886,1,1,90379.92
887,1,-1,126020.79
887,1,1,145066.67
888,1,-1,55616.74
888,1,1,14679.27
889,1,-1,60721.14
889,1,1,46585.25
890,1,-1,126771.30
890,1,1,58457.03
891,1,-1,143807.61
891,1,1,85120.07
892,1,-1,16998.60
892,1,1,157860.50
893,1,-1,119434.19
893,1,1,99232.52
894,1,-1,42512.98
894,1,1,75357.00
895,1,-1,123773.88
895,1,1,105044.75
896,1,-1,136709.67
896,1,1,86080.17
897,1,-1,77256.20
897,1,1,94532.62
898,1,-1,87347.71
898,1,1,146220.19
899,1,-1,110949.95
899,1,1,48857.42
900,1,-1,45941.65
900,1,1,73555.13
901,1,-1,57372.72
901,1,1,100884.56
902,1,-1,93027.36
902,1,1,81995.56
903,1,-1,147115.72
903,1,1,90306.05
904,1,-1,27836.63
904,1,1,131612.98
905,1,-1,105392.17
905,1,1,68062.35
906,1,-1,73416.74
906,1,1,50359.97
907,1,-1,48213.75
907,1,1,44403.65
908,1,-1,63969.91
908,1,1,101425.55
909,1,-1,75593.47
909,1,1,35232.55
910,1,-1,49441.39
910,1,1,103883.41
911,1,-1,66511.31
911,1,1,71283.99
912,1,-1,106780.91
912,1,1,104147.30
913,1,-1,75460.57
913,1,1,45660.19
914,1,-1,75903.53
914,1,1,52989.24
915,1,-1,97412.77
915,1,1,134924.53
916,1,-1,56510.69
916,1,1,90723.71
917,1,-1,115127.95
917,1,1,85894.40
918,1,-1,114186.69
918,1,1,154590.08
919,1,-1,16070.46
919,1,1,97547.19
920,1,-1,107871.45
920,1,1,61255.32
921,1,-1,96875.38
921,1,1,80925.80
922,1,-1,122165.74
922,1,1,78015.69
923,1,-1,80991.34
923,1,1,87055.13
924,1,-1,94778.21
924,1,1,101045.00
925,1,-1,85367.45
925,1,1,101375.95
926,1,-1,143459.84
926,1,1,58486.34
927,1,-1,53143.43
927,1,1,17608.04
928,1,-1,94489.03
928,1,1,65901.89
929,1,-1,41912.90
929,1,1,78518.59
930,1,-1,136721.09
930,1,1,109066.30
931,1,-1,86089.34
931,1,1,42776.95
932,1,-1,26729.05
932,1,1,12824.17
933,1,-1,108592.80
933,1,1,61023.07
934,1,-1,86424.93
934,1,1,138949.23
935,1,-1,82589.54
935,1,1,92647.68
936,1,-1,68185.16
936,1,1,54844.52
937,1,-1,95503.00
937,1,1,79073.27
938,1,-1,121813.09
938,1,1,94933.20
939,1,-1,60917.89
939,1,1,32691.04
940,1,-1,140711.84
940,1,1,104644.81
941,1,-1,86049.23
941,1,1,78977.03
942,1,-1,56677.14
942,1,1,33732.99
943,1,-1,101762.27
943,1,1,19899.91
944,1,-1,51071.93
944,1,1,46816.61
945,1,-1,64596.91
945,1,1,40493.12
946,1,-1,41997.45
946,1,1,19262.14
947,1,-1,97172.75
947,1,1,105672.88
948,1,-1,91003.92
948,1,1,120555.05
949,1,-1,93196.67
949,1,1,66106.05
950,1,-1,15115.55
950,1,1,41789.18
951,1,-1,47978.34
951,1,1,91257.70
952,1,-1,83455.44
952,1,1,106041.60
953,1,-1,134832.30
953,1,1,90840.43
954,1,-1,69630.27
954,1,1,138197.05
955,1,-1,22563.63
955,1,1,69532.63
956,1,-1,84060.68
956,1,1,46024.21
957,1,-1,66982.43
957,1,1,107109.92
958,1,-1,119083.09
958,1,1,148920.66
959,1,-1,73433.12
959,1,1,123406.77
960,1,-1,93507.15
960,1,1,69791.09
961,1,-1,114266.91
961,1,1,27051.13
962,1,-1,21994.70
962,1,1,110144.66
963,1,-1,46388.60
963,1,1,27853.19
964,1,-1,64675.41
964,1,1,162443.16
965,1,-1,134659.58
965,1,1,110832.34
966,1,-1,138734.30
966,1,1,25993.06
967,1,-1,21288.59
967,1,1,163452.92
968,1,-1,122089.95
968,1,1,11362.89
969,1,-1,97430.99
969,1,1,97323.16
970,1,-1,86547.30
970,1,1,78605.11
971,1,-1,71496.22
971,1,1,85561.91
972,1,-1,104440.93
972,1,1,73623.97
973,1,-1,61337.98
973,1,1,86463.94
974,1,-1,115036.60
974,1,1,68495.77
975,1,-1,52113.11
975,1,1,97473.33
976,1,-1,74406.24
976,1,1,74695.70
977,1,-1,35486.71
977,1,1,79872.34
978,1,-1,46305.21
978,1,1,140556.89
979,1,-1,87989.45
979,1,1,72031.07
980,1,-1,41478.37
980,1,1,60569.08
981,1,-1,73330.32
981,1,1,43654.01
982,1,-1,21141.08
982,1,1,47027.75
983,1,-1,95390.45
983,1,1,106883.51
984,1,-1,52542.16
984,1,1,56719.95
985,1,-1,80906.26
985,1,1,43456.21
986,1,-1,64503.03
986,1,1,131574.44
987,1,-1,34803.75
987,1,1,84665.96
988,1,-1,66513.10
988,1,1,132345.61
989,1,-1,109517.45
989,1,1,77952.81
990,1,-1,107767.73
990,1,1,96466.61
991,1,-1,32670.57
991,1,1,103631.53
992,1,-1,37661.07
992,1,1,67177.55
993,1,-1,73911.34
993,1,1,74570.16
994,1,-1,32084.21
994,1,1,38100.32
995,1,-1,86666.07
995,1,1,37218.40
996,1,-1,107090.64
996,1,1,107170.40
997,1,-1,109298.51
997,1,1,93937.60
998,1,-1,136579.06
998,1,1,79692.73
999,1,-1,72915.41
999,1,1,29650.57
1000,1,-1,101846.12
1000,1,1,77600.61
1001,1,-1,21083.74
1001,1,1,88391.30
1002,1,-1,116671.38
1002,1,1,10427.04
1003,1,-1,125043.52
1003,1,1,116069.59
1004,1,-1,119872.53
1004,1,1,166127.53
1005,1,-1,60917.71
1005,1,1,69238.56
1006,1,-1,92218.05
1006,1,1,48262.07
1007,1,-1,104500.07
1007,1,1,60126.62
1008,1,-1,88635.48
1008,1,1,16169.95
1009,1,-1,123010.73
1009,1,1,86591.30
1010,1,-1,102615.27
1010,1,1,128495.27
1011,1,-1,116106.11
1011,1,1,156795.84
1012,1,-1,90097.48
1012,1,1,100598.77
1013,1,-1,44573.95
1013,1,1,64444.97
1014,1,-1,128847.73
1014,1,1,61972.24
1015,1,-1,144373.67
1015,1,1,88611.68
1016,1,-1,76034.39
1016,1,1,94929.87
1017,1,-1,84044.09
1017,1,1,107262.78
1018,1,-1,40081.39
1018,1,1,102185.98
1019,1,-1,108356.98
1019,1,1,81559.52
1020,1,-1,11505.30
1020,1,1,116622.89
1021,1,-1,124955.45
1021,1,1,63779.66
1022,1,-1,9799.72
1022,1,1,97467.59
1023,1,-1,61218.90
1023,1,1,123718.58
1024,1,-1,62315.02
1024,1,1,140893.05
1025,1,-1,86087.32
1025,1,1,60609.75
1026,1,-1,66788.71
1026,1,1,119466.66
1027,1,-1,45070.66
1027,1,1,98666.90
1028,1,-1,66397.75
1028,1,1,108766.32
1029,1,-1,13292.03
1029,1,1,106245.94
1030,1,-1,98682.83
1030,1,1,145866.61
1031,1,-1,98224.38
1031,1,1,48849.66
1032,1,-1,43083.07
1032,1,1,84305.87
1033,1,-1,106356.24
1033,1,1,68879.48
1034,1,-1,66114.09
1034,1,1,41376.34
1035,1,-1,16134.64
1035,1,1,169000.80
1036,1,-1,72732.34
1036,1,1,116383.95
1037,1,-1,96559.11
1037,1,1,10883.11
1038,1,-1,87870.49
1038,1,1,154836.20
1039,1,-1,91186.05
1039,1,1,41736.28
1040,1,-1,47957.46
1040,1,1,109751.03
1041,1,-1,83602.52
1041,1,1,64860.69
1042,1,-1,116218.62
1042,1,1,109045.88
1043,1,-1,109643.91
1043,1,1,79817.89
1044,1,-1,124975.62
1044,1,1,125182.54
1045,1,-1,108732.34
1045,1,1,24895.57
1046,1,-1,76054.87
1046,1,1,81437.95
1047,1,-1,56236.40
1047,1,1,91325.01
1048,1,-1,23917.59
1048,1,1,63853.86
1049,1,-1,95575.82
1049,1,1,103383.33
1050,1,-1,160668.67
1050,1,1,105438.23
1051,1,-1,63221.82
1051,1,1,156460.52
1052,1,-1,131952.89
1052,1,1,94004.49
1053,1,-1,75470.27
1053,1,1,93426.23
1054,1,-1,46310.14
1054,1,1,58445.49
1055,1,-1,84808.86
1055,1,1,63059.88
1056,1,-1,139706.06
1056,1,1,37689.77
1057,1,-1,52632.05
1057,1,1,104496.09
1058,1,-1,76882.04
1058,1,1,119530.48
1059,1,-1,60332.33
1059,1,1,18564.31
1060,1,-1,102670.57
1060,1,1,27817.82
1061,1,-1,150924.81
1061,1,1,103003.57
1062,1,-1,79522.96
1062,1,1,83336.54
1063,1,-1,86942.16
1063,1,1,85521.19
1064,1,-1,19921.53
1064,1,1,136520.67
1065,1,-1,62278.59
1065,1,1,91742.32
1066,1,-1,123857.04
1066,1,1,49071.69
1067,1,-1,108667.86
1067,1,1,95940.56
1068,1,-1,8751.70
1068,1,1,50230.28
1069,1,-1,114909.03
1069,1,1,111879.82
1070,1,-1,63323.64
1070,1,1,62081.79
1071,1,-1,124299.14
1071,1,1,97771.21
1072,1,-1,137768.34
1072,1,1,56756.00
1073,1,-1,160607.08
1073,1,1,58096.68
1074,1,-1,100923.66
1074,1,1,106730.81
1075,1,-1,4934.42
1075,1,1,91513.88
1076,1,-1,158912.56
1076,1,1,35169.28
1077,1,-1,95590.58
1077,1,1,96144.03
1078,1,-1,27379.64
1078,1,1,114713.03
1079,1,-1,48093.46
1079,1,1,97344.00
1080,1,-1,54263.52
1080,1,1,83250.28
1081,1,-1,57707.20
1081,1,1,109815.30
1082,1,-1,52126.31
1082,1,1,144281.09
1083,1,-1,69442.47
1083,1,1,91754.20
1084,1,-1,160139.91
1084,1,1,41207.93
1085,1,-1,79932.06
1085,1,1,140402.12
1086,1,-1,113822.18
1086,1,1,133769.78
1087,1,-1,53135.87
1087,1,1,136280.28
1088,1,-1,128069.98
1088,1,1,61992.44
1089,1,-1,81343.30
1089,1,1,61509.66
1090,1,-1,95233.65
1090,1,1,64738.06
1091,1,-1,75102.70
1091,1,1,76805.94
1092,1,-1,94834.22
1092,1,1,77181.13
1093,1,-1,21584.51
1093,1,1,32876.69
1094,1,-1,75207.39
1094,1,1,97806.71
1095,1,-1,27815.49
1095,1,1,120593.46
1096,1,-1,60425.21
1096,1,1,122563.91
1097,1,-1,39271.09
1097,1,1,92521.42
1098,1,-1,162708.09
1098,1,1,69060.49
1099,1,-1,133358.92
1099,1,1,159542.98
1100,1,-1,45057.36
1100,1,1,103402.16
1101,1,-1,37704.27
1101,1,1,27900.65
1102,1,-1,30627.37
1102,1,1,120831.75
1103,1,-1,101382.02
1103,1,1,80764.14
1104,1,-1,42140.52
1104,1,1,66039.82
1105,1,-1,53572.49
1105,1,1,62826.62
1106,1,-1,55311.57
1106,1,1,43089.65
1107,1,-1,55427.50
1107,1,1,61266.78
1108,1,-1,122298.88
1108,1,1,92214.94
1109,1,-1,98054.41
1109,1,1,38940.03
1110,1,-1,10414.98
1110,1,1,97687.48
1111,1,-1,58634.99
1111,1,1,140934.94
1112,1,-1,34641.06
1112,1,1,64182.56
1113,1,-1,48440.81
1113,1,1,27502.61
1114,1,-1,101797.61
1114,1,1,30105.06
1115,1,-1,93716.85
1115,1,1,66622.97
1116,1,-1,68856.80
1116,1,1,91998.95
1117,1,-1,86167.06
1117,1,1,85976.93
1118,1,-1,50669.64
1118,1,1,92863.74
1119,1,-1,103897.61
1119,1,1,93343.56
1120,1,-1,92423.24
1120,1,1,123634.80
1121,1,-1,143052.77
1121,1,1,108980.31
1122,1,-1,86162.84
1122,1,1,23952.24
1123,1,-1,98966.39
1123,1,1,96597.58
1124,1,-1,142262.81
1124,1,1,148406.42
1125,1,-1,79520.52
1125,1,1,82923.74
1126,1,-1,72013.52
1126,1,1,22170.45
1127,1,-1,105828.91
1127,1,1,39670.96
1128,1,-1,66633.51
1128,1,1,25778.65
1129,1,-1,95952.95
1129,1,1,83387.70
1130,1,-1,135528.91
1130,1,1,33228.67
1131,1,-1,86931.50
1131,1,1,100982.21
1132,1,-1,59761.63
1132,1,1,88338.18
1133,1,-1,90031.75
1133,1,1,78697.20
1134,1,-1,87758.39
1134,1,1,73390.82
1135,1,-1,59439.49
1135,1,1,94419.13
1136,1,-1,127176.62
1136,1,1,117493.68
1137,1,-1,32978.10
1137,1,1,74465.78
1138,1,-1,45800.53
1138,1,1,107254.65
1139,1,-1,138254.55
1139,1,1,137604.94
1140,1,-1,59277.13
1140,1,1,10483.35
1141,1,-1,82654.84
1141,1,1,20216.50
1142,1,-1,101988.43
1142,1,1,147477.91
1143,1,-1,111726.52
1143,1,1,85307.37
1144,1,-1,10995.56
1144,1,1,68459.90
1145,1,-1,31647.49
1145,1,1,72328.68
1146,1,-1,119058.04
1146,1,1,113394.48
1147,1,-1,38349.27
1147,1,1,14458.52
1148,1,-1,41540.64
1148,1,1,35818.82
1149,1,-1,58202.34
1149,1,1,100869.01
1150,1,-1,16419.47
1150,1,1,38391.58
1151,1,-1,105573.54
1151,1,1,88409.16
1152,1,-1,49530.33
1152,1,1,88439.90
1153,1,-1,43532.12
1153,1,1,93833.74
1154,1,-1,59050.47
1154,1,1,78931.26
1155,1,-1,31487.04
1155,1,1,43085.45
1156,1,-1,40398.91
1156,1,1,95280.23
1157,1,-1,78867.88
1157,1,1,94011.88
1158,1,-1,78814.83
1158,1,1,97036.80
1159,1,-1,106473.46
1159,1,1,49486.13
1160,1,-1,89384.33
1160,1,1,90128.48
1161,1,-1,102163.23
1161,1,1,111475.51
1162,1,-1,60602.52
1162,1,1,20626.88
1163,1,-1,112081.97
1163,1,1,47883.66
1164,1,-1,84931.87
1164,1,1,13085.37
1165,1,-1,138401.53
1165,1,1,15752.33
1166,1,-1,79268.26
1166,1,1,100449.94
1167,1,-1,53248.32
1167,1,1,98069.97
1168,1,-1,117876.34
1168,1,1,88919.97
1169,1,-1,149172.80
1169,1,1,50995.41
1170,1,-1,78558.99
1170,1,1,58849.77
1171,1,-1,107261.57
1171,1,1,105647.76
1172,1,-1,43537.90
1172,1,1,136349.95
1173,1,-1,104494.79
1173,1,1,45449.50
1174,1,-1,87528.12
1174,1,1,7686.71
1175,1,-1,89045.75
1175,1,1,134963.84
1176,1,-1,132931.25
1176,1,1,79615.63
1177,1,-1,79365.81
1177,1,1,76399.73
1178,1,-1,98336.64
1178,1,1,83796.78
1179,1,-1,100170.37
1179,1,1,47149.63
1180,1,-1,101980.42
1180,1,1,72493.55
1181,1,-1,99156.62
1181,1,1,89561.25
1182,1,-1,64656.02
1182,1,1,119398.10
1183,1,-1,16287.07
1183,1,1,98059.09
1184,1,-1,100191.41
1184,1,1,40543.40
1185,1,-1,121414.89
1185,1,1,100765.12
1186,1,-1,85752.76
1186,1,1,14845.92
1187,1,-1,152856.23
1187,1,1,149825.56
1188,1,-1,127103.91
1188,1,1,165148.28
1189,1,-1,80999.74
1189,1,1,73277.79
1190,1,-1,103817.45
1190,1,1,83665.63
1191,1,-1,118062.40
1191,1,1,84405.73
1192,1,-1,35980.87
1192,1,1,50893.12
1193,1,-1,38583.75
1193,1,1,102654.55
1194,1,-1,37067.71
1194,1,1,62183.73
1195,1,-1,68448.34
1195,1,1,111454.14
1196,1,-1,12762.01
1196,1,1,91544.91
1197,1,-1,107740.82
1197,1,1,55555.21
