event_id,summary_id,sidx,loss
158,1,-1,118990.62
158,1,1,57323.06
159,1,-1,121910.14
159,1,1,33956.73
160,1,-1,23474.79
160,1,1,65827.68
161,1,-1,11423.53
161,1,1,82706.16
162,1,-1,66282.80
162,1,1,17753.68
163,1,-1,114298.57
163,1,1,19673.78
164,1,-1,80228.70
164,1,1,9343.85
165,1,-1,126302.10
165,1,1,95347.28
166,1,-1,42869.04
166,1,1,141478.38
167,1,-1,153350.72
167,1,1,63402.65
168,1,-1,89549.11
168,1,1,111458.95
169,1,-1,108734.48
169,1,1,21541.67
170,1,-1,76002.02
170,1,1,104442.41
171,1,-1,94261.38
171,1,1,148280.70
172,1,-1,64728.77
172,1,1,82285.13
173,1,-1,80181.09
173,1,1,35617.29
174,1,-1,36150.12
174,1,1,104184.84
175,1,-1,124019.09
175,1,1,47754.57
176,1,-1,134741.22
176,1,1,112889.73
177,1,-1,89984.14
177,1,1,60451.93
178,1,-1,122173.16
178,1,1,93701.30
179,1,-1,139216.52
179,1,1,76807.38
180,1,-1,50502.99
180,1,1,82547.04
181,1,-1,39482.31
181,1,1,23349.40
182,1,-1,57538.65
182,1,1,160491.50
183,1,-1,90960.95
183,1,1,95067.16
184,1,-1,115206.73
184,1,1,104057.99
185,1,-1,48788.08
185,1,1,38132.88
186,1,-1,52877.96
186,1,1,21449.01
187,1,-1,71095.73
187,1,1,56395.19
188,1,-1,105688.48
188,1,1,77009.88
189,1,-1,123103.48
189,1,1,88310.33
190,1,-1,59820.28
190,1,1,77529.40
191,1,-1,69231.54
191,1,1,95752.82
192,1,-1,94243.64
192,1,1,76732.16
193,1,-1,127085.38
193,1,1,102210.80
194,1,-1,54818.74
194,1,1,133244.39
195,1,-1,47752.59
195,1,1,111469.84
196,1,-1,91958.39
196,1,1,54283.95
197,1,-1,87301.70
197,1,1,86775.28
198,1,-1,68187.20
198,1,1,144292.34
199,1,-1,80935.44
199,1,1,90427.83
200,1,-1,56774.74
200,1,1,78208.42
201,1,-1,110074.57
201,1,1,12112.35
202,1,-1,99719.77
202,1,1,16996.17
203,1,-1,61933.55
203,1,1,151233.17
204,1,-1,73754.77
204,1,1,126897.80
205,1,-1,30624.62
205,1,1,12106.25
206,1,-1,31061.48
206,1,1,89171.05
207,1,-1,76539.12
207,1,1,57704.18
208,1,-1,122756.54
208,1,1,61761.79
209,1,-1,151555.23
209,1,1,41283.78
210,1,-1,103875.27
210,1,1,122132.89
211,1,-1,96413.20
211,1,1,11243.21
212,1,-1,103085.93
212,1,1,88377.21
213,1,-1,150037.98
213,1,1,15557.26
214,1,-1,120924.37
214,1,1,99564.35
215,1,-1,41620.20
215,1,1,35243.13
216,1,-1,60599.70
216,1,1,9822.41
217,1,-1,149985.27
217,1,1,9759.90
218,1,-1,50558.38
218,1,1,125014.42
219,1,-1,44329.36
219,1,1,36411.67
220,1,-1,63129.79
220,1,1,145890.27
221,1,-1,53238.29
221,1,1,39156.29
222,1,-1,35962.82
222,1,1,72536.60
223,1,-1,83237.10
223,1,1,152736.77
224,1,-1,90137.57
224,1,1,58687.04
225,1,-1,63116.94
225,1,1,116085.22
226,1,-1,49915.66
226,1,1,89991.38
227,1,-1,79540.62
227,1,1,96656.73
228,1,-1,91519.23
228,1,1,98750.77
229,1,-1,75530.45
229,1,1,122258.45
230,1,-1,24202.07
230,1,1,28188.39
231,1,-1,102847.58
231,1,1,104309.35
232,1,-1,109618.34
232,1,1,66011.48
233,1,-1,94866.94
233,1,1,116346.25
234,1,-1,88338.58
234,1,1,78091.85
235,1,-1,42665.97
235,1,1,14813.91
236,1,-1,151758.02
236,1,1,79058.47
237,1,-1,41181.59
237,1,1,58612.59
238,1,-1,111293.07
238,1,1,40064.33
239,1,-1,62554.19
239,1,1,120133.02
240,1,-1,55986.19
240,1,1,107002.66
241,1,-1,74097.98
241,1,1,115057.51
242,1,-1,100802.35
242,1,1,98165.24
243,1,-1,29799.49
243,1,1,67247.31
244,1,-1,33201.24
244,1,1,92104.60
245,1,-1,36828.00
245,1,1,97557.44
246,1,-1,84223.17
246,1,1,95412.61
247,1,-1,62801.23
247,1,1,107006.21
248,1,-1,49240.73
248,1,1,117728.82
249,1,-1,62480.36
249,1,1,60532.96
250,1,-1,64373.40
250,1,1,46572.67
251,1,-1,63272.18
251,1,1,132784.17
252,1,-1,30785.21
252,1,1,117428.88
253,1,-1,127911.34
253,1,1,33268.62
254,1,-1,159267.95
254,1,1,27351.69
255,1,-1,56071.63
255,1,1,98407.73
256,1,-1,51709.65
256,1,1,103197.30
257,1,-1,164045.41
257,1,1,99115.68
258,1,-1,112295.68
258,1,1,57610.86
259,1,-1,117159.61
259,1,1,46824.23
260,1,-1,95490.06
260,1,1,134485.78
261,1,-1,103277.10
261,1,1,136130.88
262,1,-1,81638.66
262,1,1,131932.61
263,1,-1,96584.12
263,1,1,69406.86
264,1,-1,90171.52
264,1,1,93840.19
265,1,-1,71008.37
265,1,1,124834.49
266,1,-1,27708.78
266,1,1,7658.65
267,1,-1,110036.49
267,1,1,108214.42
268,1,-1,101744.63
268,1,1,148622.75
269,1,-1,173040.19
269,1,1,107523.06
270,1,-1,144896.64
270,1,1,19994.78
271,1,-1,60776.90
271,1,1,75810.30
272,1,-1,73762.48
272,1,1,60480.52
273,1,-1,84058.14
273,1,1,151313.05
274,1,-1,32118.68
274,1,1,31715.55
275,1,-1,42604.42
275,1,1,62680.80
276,1,-1,145593.56
276,1,1,79264.70
277,1,-1,12507.47
277,1,1,114923.14
278,1,-1,35761.11
278,1,1,69265.30
279,1,-1,6963.05
279,1,1,60494.14
280,1,-1,54534.81
280,1,1,112666.30
281,1,-1,16328.95
281,1,1,29855.68
282,1,-1,11807.64
282,1,1,19888.12
283,1,-1,89923.45
283,1,1,31655.23
284,1,-1,25074.48
284,1,1,107165.50
285,1,-1,14790.81
285,1,1,113245.65
286,1,-1,37436.08
286,1,1,107076.84
287,1,-1,20418.35
287,1,1,159510.22
288,1,-1,109437.42
288,1,1,61200.02
289,1,-1,44956.13
289,1,1,7183.62
290,1,-1,137160.78
290,1,1,92092.48
291,1,-1,88248.66
291,1,1,93449.40
292,1,-1,44736.71
292,1,1,93856.20
293,1,-1,47593.31
293,1,1,67728.98
294,1,-1,118878.93
294,1,1,139464.48
295,1,-1,26168.11
295,1,1,83140.21
296,1,-1,71414.57
296,1,1,75583.07
297,1,-1,60630.21
297,1,1,92263.16
298,1,-1,97815.43
298,1,1,65339.00
299,1,-1,125189.60
299,1,1,144204.12
300,1,-1,119857.08
300,1,1,10897.37
301,1,-1,132350.59
301,1,1,53978.39
302,1,-1,101325.03
302,1,1,40553.48
303,1,-1,41795.44
303,1,1,45189.46
304,1,-1,113610.59
304,1,1,143077.31
305,1,-1,124407.16
305,1,1,75182.91
306,1,-1,115294.62
306,1,1,104786.56
307,1,-1,72795.95
307,1,1,46934.16
308,1,-1,140118.48
308,1,1,110035.11
309,1,-1,67901.45
309,1,1,100421.62
310,1,-1,34227.61
310,1,1,37621.04
311,1,-1,47043.16
311,1,1,142624.05
312,1,-1,68603.58
312,1,1,141768.41
313,1,-1,96743.71
313,1,1,106179.98
314,1,-1,143764.28
314,1,1,113451.89
315,1,-1,98533.05
315,1,1,108434.05
316,1,-1,89184.12
316,1,1,95162.90
317,1,-1,46612.36
317,1,1,114711.06
318,1,-1,140464.44
318,1,1,18780.08
319,1,-1,27895.11
319,1,1,73649.91
320,1,-1,68829.01
320,1,1,38720.30
321,1,-1,138351.89
321,1,1,79605.60
322,1,-1,69512.35
322,1,1,53569.27
323,1,-1,44462.20
323,1,1,124522.39
324,1,-1,81978.85
324,1,1,30883.34
325,1,-1,119710.02
325,1,1,61654.21
326,1,-1,74096.03
326,1,1,102709.62
327,1,-1,167620.11
327,1,1,88127.45
328,1,-1,73679.16
328,1,1,134342.39
329,1,-1,78423.41
329,1,1,19716.38
330,1,-1,122824.21
330,1,1,140299.86
331,1,-1,144592.53
331,1,1,26698.55
332,1,-1,88466.58
332,1,1,82233.39
333,1,-1,87158.67
333,1,1,126287.61
334,1,-1,11450.14
334,1,1,28603.21
335,1,-1,114851.18
335,1,1,103086.03
336,1,-1,75244.75
336,1,1,91816.75
337,1,-1,31474.67
337,1,1,34606.64
338,1,-1,110368.06
338,1,1,17413.68
339,1,-1,120449.46
339,1,1,121537.98
340,1,-1,117455.38
340,1,1,115283.24
341,1,-1,29295.94
341,1,1,170350.75
342,1,-1,87874.90
342,1,1,72381.80
343,1,-1,70899.09
343,1,1,114500.09
344,1,-1,120973.30
344,1,1,105788.24
345,1,-1,105967.98
345,1,1,82977.59
346,1,-1,77874.40
346,1,1,148192.80
347,1,-1,64062.62
347,1,1,106827.71
348,1,-1,126963.30
348,1,1,29825.89
349,1,-1,102923.16
349,1,1,14856.18
350,1,-1,95781.08
350,1,1,58446.84
351,1,-1,111478.52
351,1,1,81454.99
352,1,-1,122229.40
352,1,1,47628.62
353,1,-1,49060.04
353,1,1,17998.98
354,1,-1,100952.46
354,1,1,65591.57
355,1,-1,14401.04
355,1,1,99911.26
356,1,-1,108098.47
356,1,1,142097.17
357,1,-1,29517.68
357,1,1,79252.37
358,1,-1,54925.32
358,1,1,160907.08
359,1,-1,39697.68
359,1,1,169768.80
360,1,-1,13653.24
360,1,1,19584.80
361,1,-1,139704.00
361,1,1,152969.95
362,1,-1,117619.72
362,1,1,84036.21
363,1,-1,108186.69
363,1,1,80079.09
364,1,-1,90299.70
364,1,1,27497.67
365,1,-1,99692.94
365,1,1,155956.78
366,1,-1,126997.48
366,1,1,24191.19
367,1,-1,54021.33
367,1,1,50690.83
368,1,-1,112234.20
368,1,1,76370.15
369,1,-1,88932.19
369,1,1,109899.02
370,1,-1,90734.49
370,1,1,48636.55
371,1,-1,88973.31
371,1,1,73393.15
372,1,-1,166086.17
372,1,1,103508.92
373,1,-1,49719.73
373,1,1,81694.64
374,1,-1,53918.46
374,1,1,53880.22
375,1,-1,40363.59
375,1,1,67242.34
376,1,-1,108849.65
376,1,1,29496.71
377,1,-1,15687.88
377,1,1,104256.30
378,1,-1,139194.52
378,1,1,114311.50
379,1,-1,134320.12
379,1,1,49054.18
380,1,-1,127009.64
380,1,1,86994.88
381,1,-1,109881.15
381,1,1,103399.04
382,1,-1,27206.43
382,1,1,127648.18
383,1,-1,81512.65
383,1,1,76061.90
384,1,-1,92984.71
384,1,1,69853.84
385,1,-1,39263.49
385,1,1,95525.75
386,1,-1,62372.69
386,1,1,68737.77
387,1,-1,49764.25
387,1,1,102439.53
388,1,-1,142005.17
388,1,1,77500.97
389,1,-1,104620.18
389,1,1,77757.30
390,1,-1,159302.08
390,1,1,69490.89
391,1,-1,113279.71
391,1,1,32955.27
392,1,-1,102683.00
392,1,1,110432.04
393,1,-1,129038.23
393,1,1,77976.70
394,1,-1,13668.95
394,1,1,47308.66
395,1,-1,63751.90
395,1,1,91715.85
396,1,-1,81094.85
396,1,1,102337.21
397,1,-1,49535.61
397,1,1,113008.84
398,1,-1,57177.50
398,1,1,89336.69
399,1,-1,114032.27
399,1,1,18876.01
400,1,-1,108907.29
400,1,1,130303.13
401,1,-1,123689.90
401,1,1,41772.83
402,1,-1,95047.28
402,1,1,83785.10
403,1,-1,93358.98
403,1,1,35621.70
404,1,-1,101918.30
404,1,1,141169.50
405,1,-1,146522.55
405,1,1,102301.39
406,1,-1,56170.29
406,1,1,92103.94
407,1,-1,33674.46
407,1,1,46039.43
408,1,-1,35681.18
408,1,1,106620.46
409,1,-1,22672.11
409,1,1,74719.92
410,1,-1,165934.53
410,1,1,57827.10
411,1,-1,56465.25
411,1,1,100330.66
412,1,-1,81825.10
412,1,1,13284.37
413,1,-1,85496.28
413,1,1,145958.47
414,1,-1,92907.77
414,1,1,121671.85
415,1,-1,89564.12
415,1,1,71168.58
416,1,-1,116717.75
416,1,1,96060.95
417,1,-1,177319.59
417,1,1,15015.72
418,1,-1,124016.45
418,1,1,38875.49
419,1,-1,66696.23
419,1,1,131719.67
420,1,-1,73681.38
420,1,1,101325.84
421,1,-1,101510.54
421,1,1,96241.08
422,1,-1,121008.09
422,1,1,118696.50
423,1,-1,117295.10
423,1,1,89880.00
424,1,-1,26829.93
424,1,1,103134.59
425,1,-1,144762.95
425,1,1,75088.64
426,1,-1,66352.20
426,1,1,83804.48
427,1,-1,35457.50
427,1,1,20842.91
428,1,-1,123985.59
428,1,1,58657.17
429,1,-1,83346.38
429,1,1,92095.76
430,1,-1,35964.32
430,1,1,140707.73
431,1,-1,59119.16
431,1,1,23620.15
432,1,-1,38788.87
432,1,1,150292.73
433,1,-1,59922.12
433,1,1,137297.20
434,1,-1,97340.88
434,1,1,69999.20
435,1,-1,91475.01
435,1,1,29048.42
436,1,-1,73744.95
436,1,1,87412.47
437,1,-1,167102.19
437,1,1,130500.64
438,1,-1,136647.50
438,1,1,113127.65
439,1,-1,51394.61
439,1,1,118598.54
440,1,-1,102670.64
440,1,1,14499.14
441,1,-1,98034.05
441,1,1,110157.85
442,1,-1,119502.02
442,1,1,76669.81
443,1,-1,123091.35
443,1,1,66824.20
444,1,-1,87374.30
444,1,1,81913.78
445,1,-1,67782.53
445,1,1,104856.24
446,1,-1,28140.96
446,1,1,71161.71
447,1,-1,116141.35
447,1,1,45350.16
448,1,-1,140426.81
448,1,1,79985.47
449,1,-1,78507.57
449,1,1,88804.84
450,1,-1,45708.90
450,1,1,109481.88
451,1,-1,82908.43
451,1,1,89826.50
452,1,-1,58648.82
452,1,1,144476.89
453,1,-1,111147.01
453,1,1,144386.55
454,1,-1,151649.66
454,1,1,107432.92
455,1,-1,93757.39
455,1,1,80518.30
456,1,-1,71094.66
456,1,1,27377.95
457,1,-1,123691.74
457,1,1,68603.95
458,1,-1,48700.67
458,1,1,76059.51
459,1,-1,33582.06
459,1,1,106449.23
460,1,-1,69540.12
460,1,1,131310.62
461,1,-1,81897.62
461,1,1,150207.86
462,1,-1,100137.42
462,1,1,149057.73
463,1,-1,70337.27
463,1,1,154143.00
464,1,-1,110645.55
464,1,1,88483.77
465,1,-1,153794.17
465,1,1,108702.38
466,1,-1,85763.99
466,1,1,25608.25
467,1,-1,54278.03
467,1,1,85631.19
468,1,-1,84507.91
468,1,1,29843.29
469,1,-1,86218.01
469,1,1,86364.36
470,1,-1,68724.79
470,1,1,89860.73
471,1,-1,100268.74
471,1,1,44863.70
472,1,-1,62887.52
472,1,1,92990.33
473,1,-1,14841.73
473,1,1,112160.66
474,1,-1,126437.69
474,1,1,84535.10
475,1,-1,107198.52
475,1,1,142943.72
476,1,-1,48053.68
476,1,1,135519.81
477,1,-1,43895.12
477,1,1,45943.88
478,1,-1,29414.58
478,1,1,125084.48
479,1,-1,73172.86
479,1,1,119489.56
480,1,-1,74042.59
480,1,1,90856.84
481,1,-1,148821.12
481,1,1,105099.56
482,1,-1,109313.10
482,1,1,29126.49
483,1,-1,33628.70
483,1,1,65533.74
484,1,-1,151441.08
484,1,1,57785.86
485,1,-1,138683.98
485,1,1,141484.50
486,1,-1,71190.12
486,1,1,27059.15
487,1,-1,156185.55
487,1,1,45966.30
488,1,-1,80861.77
488,1,1,35779.91
489,1,-1,36249.59
489,1,1,68359.88
490,1,-1,72182.46
490,1,1,51122.69
491,1,-1,67434.99
491,1,1,31453.09
492,1,-1,34779.71
492,1,1,54682.51
493,1,-1,121123.83
493,1,1,167182.00
494,1,-1,105689.13
494,1,1,24056.74
495,1,-1,103537.28
495,1,1,135557.11
496,1,-1,53635.89
496,1,1,154770.61
497,1,-1,78050.38
497,1,1,43814.37
498,1,-1,107222.38
498,1,1,66896.76
499,1,-1,116265.27
499,1,1,118105.23
500,1,-1,58805.93
500,1,1,95724.73
501,1,-1,70628.06
501,1,1,82969.31
502,1,-1,99564.68
502,1,1,16972.34
503,1,-1,94114.12
503,1,1,88019.91
504,1,-1,50072.65
504,1,1,72844.04
505,1,-1,61855.01
505,1,1,35217.93
506,1,-1,147975.06
506,1,1,86993.02
507,1,-1,44656.26
507,1,1,131157.33
508,1,-1,41635.05
508,1,1,33296.86
509,1,-1,95378.59
509,1,1,54315.76
510,1,-1,108476.07
510,1,1,15505.09
511,1,-1,42154.37
511,1,1,89464.15
512,1,-1,73728.66
512,1,1,114847.41
513,1,-1,81667.21
513,1,1,135342.28
514,1,-1,39889.54
514,1,1,97723.94
515,1,-1,51605.00
515,1,1,101185.27
516,1,-1,146695.86
516,1,1,59930.80
517,1,-1,135619.27
517,1,1,51983.80
518,1,-1,106520.25
518,1,1,62862.74
519,1,-1,90230.97
519,1,1,100361.17
520,1,-1,140842.02
520,1,1,99500.13
521,1,-1,138892.38
521,1,1,99273.43
522,1,-1,51826.34
522,1,1,24599.59
523,1,-1,112681.56
523,1,1,36167.16
524,1,-1,88645.09
524,1,1,120535.18
525,1,-1,69695.30
525,1,1,136094.70
526,1,-1,82082.65
526,1,1,64543.64
527,1,-1,90725.61
527,1,1,171024.80
528,1,-1,139362.41
528,1,1,78711.82
529,1,-1,64900.56
529,1,1,25892.51
530,1,-1,117212.87
530,1,1,97188.88
531,1,-1,131026.96
531,1,1,35444.93
532,1,-1,92763.80
532,1,1,167607.86
533,1,-1,19004.73
533,1,1,153316.88
534,1,-1,63190.38
534,1,1,111777.23
535,1,-1,59368.61
535,1,1,112207.67
536,1,-1,85549.12
536,1,1,134960.81
537,1,-1,65463.20
537,1,1,98354.96
538,1,-1,78027.45
538,1,1,106496.64
539,1,-1,85256.33
539,1,1,83077.39
540,1,-1,84534.22
540,1,1,52688.48
541,1,-1,53375.99
541,1,1,55037.18
542,1,-1,50572.00
542,1,1,66432.30
543,1,-1,60617.72
543,1,1,92998.75
544,1,-1,34043.97
544,1,1,32065.77
545,1,-1,87547.46
545,1,1,97841.34
546,1,-1,21682.96
546,1,1,146559.08
547,1,-1,36384.29
547,1,1,128123.02
548,1,-1,43349.47
548,1,1,95701.41
549,1,-1,88170.32
549,1,1,24450.94
550,1,-1,7487.07
550,1,1,112191.20
551,1,-1,24576.48
551,1,1,24609.82
552,1,-1,57988.06
552,1,1,88468.85
553,1,-1,106708.91
553,1,1,59334.70
554,1,-1,20179.37
554,1,1,118189.40
555,1,-1,86125.95
555,1,1,158865.28
556,1,-1,104965.72
556,1,1,95334.98
557,1,-1,122475.10
557,1,1,95356.81
558,1,-1,52287.09
558,1,1,86854.27
559,1,-1,82761.80
559,1,1,96159.34
560,1,-1,109628.79
560,1,1,37173.71
561,1,-1,66506.53
561,1,1,105414.01
562,1,-1,102766.42
562,1,1,15320.78
563,1,-1,59927.68
563,1,1,87612.99
564,1,-1,54593.97
564,1,1,60115.74
565,1,-1,120722.82
565,1,1,46004.38
566,1,-1,24712.52
566,1,1,19869.50
567,1,-1,84417.95
567,1,1,78104.04
568,1,-1,98819.23
568,1,1,125514.57
569,1,-1,77645.18
569,1,1,92763.57
570,1,-1,39769.71
570,1,1,97250.71
571,1,-1,132001.28
571,1,1,73978.79
572,1,-1,71322.46
572,1,1,57363.77
573,1,-1,126040.12
573,1,1,117456.53
574,1,-1,83838.88
574,1,1,108562.41
575,1,-1,86801.67
575,1,1,59463.80
576,1,-1,114573.35
576,1,1,95750.73
577,1,-1,131471.08
577,1,1,104987.63
578,1,-1,31252.88
578,1,1,99098.41
579,1,-1,88935.62
579,1,1,92706.63
580,1,-1,28167.25
580,1,1,36786.61
581,1,-1,134452.75
581,1,1,126122.78
582,1,-1,129250.12
582,1,1,58793.48
583,1,-1,13675.87
583,1,1,91950.61
584,1,-1,89199.17
584,1,1,27345.07
585,1,-1,22320.59
585,1,1,36984.85
586,1,-1,102629.47
586,1,1,52920.98
587,1,-1,44582.22
587,1,1,31835.62
588,1,-1,146509.72
588,1,1,101995.66
589,1,-1,80795.06
589,1,1,82564.59
590,1,-1,87883.47
590,1,1,22645.23
591,1,-1,142405.02
591,1,1,91713.88
592,1,-1,66894.47
592,1,1,151728.95
593,1,-1,113601.21
593,1,1,77440.80
594,1,-1,106052.09
594,1,1,60368.12
595,1,-1,125157.69
595,1,1,22175.95
596,1,-1,110602.26
596,1,1,61971.17
597,1,-1,49027.34
597,1,1,10960.26
598,1,-1,98607.15
598,1,1,64038.82
599,1,-1,108101.53
599,1,1,72784.77
600,1,-1,95115.27
600,1,1,63917.32
601,1,-1,63459.32
601,1,1,62575.89
602,1,-1,124455.80
602,1,1,24952.36
603,1,-1,147848.33
603,1,1,79620.45
604,1,-1,110626.36
604,1,1,81202.50
605,1,-1,78347.77
605,1,1,77070.24
606,1,-1,103932.10
606,1,1,120912.91
607,1,-1,77445.75
