summary_id,type,event_id,mean,standard_deviation,exposure_value
1,2,25,99308.882812,0.000000,2299999.750000
1,1,26,39378.253906,0.000000,2299999.750000
1,2,26,165292.390625,0.000000,2299999.750000
1,1,27,77694.562500,0.000000,2299999.750000
1,2,27,73790.984375,0.000000,2299999.750000
1,1,28,102953.445312,0.000000,2299999.750000
1,2,28,36715.437500,0.000000,2299999.750000
1,1,29,130802.273438,0.000000,2299999.750000
1,2,29,82228.835938,0.000000,2299999.750000
1,1,30,95524.492188,0.000000,2299999.750000
1,2,30,105457.726562,0.000000,2299999.750000
1,1,31,133184.390625,0.000000,2299999.750000
1,2,31,21548.820312,0.000000,2299999.750000
1,1,32,150741.078125,0.000000,2299999.750000
1,2,32,15396.339844,0.000000,2299999.750000
1,1,33,97924.500000,0.000000,2299999.750000
1,2,33,148040.187500,0.000000,2299999.750000
1,1,34,114093.109375,0.000000,2299999.750000
1,2,34,130055.226562,0.000000,2299999.750000
1,1,35,100832.132812,0.000000,2299999.750000
1,2,35,57310.222656,0.000000,2299999.750000
1,1,36,56241.519531,0.000000,2299999.750000
1,2,36,95136.484375,0.000000,2299999.750000
1,1,37,104977.890625,0.000000,2299999.750000
1,2,37,45990.273438,0.000000,2299999.750000
1,1,38,94613.750000,0.000000,2299999.750000
1,2,38,94652.687500,0.000000,2299999.750000
1,1,39,157205.093750,0.000000,2299999.750000
1,2,39,71537.625000,0.000000,2299999.750000
1,1,40,55037.914062,0.000000,2299999.750000
1,2,40,99190.695312,0.000000,2299999.750000
1,1,41,145274.484375,0.000000,2299999.750000
1,2,41,61219.949219,0.000000,2299999.750000
1,1,42,55138.726562,0.000000,2299999.750000
1,2,42,77585.703125,0.000000,2299999.750000
1,1,43,74120.789062,0.000000,2299999.750000
1,2,43,45747.058594,0.000000,2299999.750000
1,1,44,62465.789062,0.000000,2299999.750000
1,2,44,36530.218750,0.000000,2299999.750000
1,1,45,117055.898438,0.000000,2299999.750000
1,2,45,62214.398438,0.000000,2299999.750000
1,1,46,105663.492188,0.000000,2299999.750000
1,2,46,62042.605469,0.000000,2299999.750000
1,1,47,98057.960938,0.000000,2299999.750000
1,2,47,96289.000000,0.000000,2299999.750000
1,1,48,97239.992188,0.000000,2299999.750000
1,2,48,154976.406250,0.000000,2299999.750000
1,1,49,65845.023438,0.000000,2299999.750000
1,2,49,19087.535156,0.000000,2299999.750000
1,1,50,58659.855469,0.000000,2299999.750000
1,2,50,79489.179688,0.000000,2299999.750000
1,1,51,69228.781250,0.000000,2299999.750000
1,2,51,18294.861328,0.000000,2299999.750000
1,1,52,11365.397461,0.000000,2299999.750000
1,2,52,79159.539062,0.000000,2299999.750000
1,1,53,38005.925781,0.000000,2299999.750000
1,2,53,92485.843750,0.000000,2299999.750000
1,1,54,142821.546875,0.000000,2299999.750000
1,2,54,32597.458984,0.000000,2299999.750000
1,1,55,28220.468750,0.000000,2299999.750000
1,2,55,91011.945312,0.000000,2299999.750000
1,1,56,18705.878906,0.000000,2299999.750000
1,2,56,28640.455078,0.000000,2299999.750000
1,1,57,103550.187500,0.000000,2299999.750000
1,2,57,157327.718750,0.000000,2299999.750000
1,1,58,118289.304688,0.000000,2299999.750000
1,2,58,153382.312500,0.000000,2299999.750000
1,1,59,143547.312500,0.000000,2299999.750000
1,2,59,78766.687500,0.000000,2299999.750000
1,1,60,71573.382812,0.000000,2299999.750000
1,2,60,94622.093750,0.000000,2299999.750000
1,1,61,65675.710938,0.000000,2299999.750000
1,2,61,109414.945312,0.000000,2299999.750000
1,1,62,65970.890625,0.000000,2299999.750000
1,2,62,68350.609375,0.000000,2299999.750000
1,1,63,93195.265625,0.000000,2299999.750000
1,2,63,147847.281250,0.000000,2299999.750000
1,1,64,131434.078125,0.000000,2299999.750000
1,2,64,101395.976562,0.000000,2299999.750000
1,1,65,36739.085938,0.000000,2299999.750000
1,2,65,155553.796875,0.000000,2299999.750000
1,1,66,119522.828125,0.000000,2299999.750000
1,2,66,128545.882812,0.000000,2299999.750000
1,1,67,25890.011719,0.000000,2299999.750000
1,2,67,15668.675781,0.000000,2299999.750000
1,1,68,117220.976562,0.000000,2299999.750000
1,2,68,131731.531250,0.000000,2299999.750000
1,1,69,107902.109375,0.000000,2299999.750000
1,2,69,47063.500000,0.000000,2299999.750000
1,1,70,32729.416016,0.000000,2299999.750000
1,2,70,16735.226562,0.000000,2299999.750000
1,1,71,86054.148438,0.000000,2299999.750000
1,2,71,63636.882812,0.000000,2299999.750000
1,1,72,121738.664062,0.000000,2299999.750000
1,2,72,69223.429688,0.000000,2299999.750000
1,1,73,86787.023438,0.000000,2299999.750000
1,2,73,88688.218750,0.000000,2299999.750000
1,1,74,124824.273438,0.000000,2299999.750000
1,2,74,106726.242188,0.000000,2299999.750000
1,1,75,109551.195312,0.000000,2299999.750000
1,2,75,57573.097656,0.000000,2299999.750000
1,1,76,19613.748047,0.000000,2299999.750000
1,2,76,28717.812500,0.000000,2299999.750000
1,1,77,76449.867188,0.000000,2299999.750000
1,2,77,103407.453125,0.000000,2299999.750000
1,1,78,59724.050781,0.000000,2299999.750000
1,2,78,91034.648438,0.000000,2299999.750000
1,1,79,33443.070312,0.000000,2299999.750000
1,2,79,64052.476562,0.000000,2299999.750000
1,1,80,18102.792969,0.000000,2299999.750000
1,2,80,41650.632812,0.000000,2299999.750000
1,1,81,48494.585938,0.000000,2299999.750000
1,2,81,92333.328125,0.000000,2299999.750000
1,1,82,56938.042969,0.000000,2299999.750000
1,2,82,93365.937500,0.000000,2299999.750000
1,1,83,72792.218750,0.000000,2299999.750000
1,2,83,89096.609375,0.000000,2299999.750000
1,1,84,37943.554688,0.000000,2299999.750000
1,2,84,55465.988281,0.000000,2299999.750000
1,1,85,47833.136719,0.000000,2299999.750000
1,2,85,70391.515625,0.000000,2299999.750000
1,1,86,151066.500000,0.000000,2299999.750000
1,2,86,50651.375000,0.000000,2299999.750000
1,1,87,76514.835938,0.000000,2299999.750000
1,2,87,36080.332031,0.000000,2299999.750000
1,1,88,45597.195312,0.000000,2299999.750000
1,2,88,100287.851562,0.000000,2299999.750000
1,1,89,24697.900391,0.000000,2299999.750000
1,2,89,67146.148438,0.000000,2299999.750000
1,1,90,69708.445312,0.000000,2299999.750000
1,2,90,39550.347656,0.000000,2299999.750000
1,1,91,161667.843750,0.000000,2299999.750000
1,2,91,69183.523438,0.000000,2299999.750000
1,1,92,89497.500000,0.000000,2299999.750000
1,2,92,101821.929688,0.000000,2299999.750000
1,1,93,79393.164062,0.000000,2299999.750000
1,2,93,107141.234375,0.000000,2299999.750000
1,1,94,130375.710938,0.000000,2299999.750000
1,2,94,57135.625000,0.000000,2299999.750000
1,1,95,117852.328125,0.000000,2299999.750000
1,2,95,126401.562500,0.000000,2299999.750000
1,1,96,138516.312500,0.000000,2299999.750000
1,2,96,31832.542969,0.000000,2299999.750000
1,1,97,119322.734375,0.000000,2299999.750000
1,2,97,56527.402344,0.000000,2299999.750000
1,1,98,11513.387695,0.000000,2299999.750000
1,2,98,62453.933594,0.000000,2299999.750000
1,1,99,70418.851562,0.000000,2299999.750000
1,2,99,102574.664062,0.000000,2299999.750000
1,1,100,42361.515625,0.000000,2299999.750000
1,2,100,61085.660156,0.000000,2299999.750000
1,1,101,48400.949219,0.000000,2299999.750000
1,2,101,75299.492188,0.000000,2299999.750000
1,1,102,154146.953125,0.000000,2299999.750000
1,2,102,64990.613281,0.000000,2299999.750000
1,1,103,48413.164062,0.000000,2299999.750000
1,2,103,93165.718750,0.000000,2299999.750000
1,1,104,96116.562500,0.000000,2299999.750000
1,2,104,37681.929688,0.000000,2299999.750000
1,1,105,17566.335938,0.000000,2299999.750000
1,2,105,102248.789062,0.000000,2299999.750000
1,1,106,64877.476562,0.000000,2299999.750000
1,2,106,40717.082031,0.000000,2299999.750000
1,1,107,152338.937500,0.000000,2299999.750000
1,2,107,29880.187500,0.000000,2299999.750000
1,1,108,93728.296875,0.000000,2299999.750000
1,2,108,17723.205078,0.000000,2299999.750000
1,1,109,87026.023438,0.000000,2299999.750000
1,2,109,102847.570312,0.000000,2299999.750000
1,1,110,121040.937500,0.000000,2299999.750000
1,2,110,99056.242188,0.000000,2299999.750000
1,1,111,90247.843750,0.000000,2299999.750000
1,2,111,10034.507812,0.000000,2299999.750000
1,1,112,37111.953125,0.000000,2299999.750000
1,2,112,73868.117188,0.000000,2299999.750000
1,1,113,64841.644531,0.000000,2299999.750000
1,2,113,77312.695312,0.000000,2299999.750000
1,1,114,26135.265625,0.000000,2299999.750000
1,2,114,23255.554688,0.000000,2299999.750000
1,1,115,35507.652344,0.000000,2299999.750000
1,2,115,14857.739258,0.000000,2299999.750000
1,1,116,14314.823242,0.000000,2299999.750000
1,2,116,74677.617188,0.000000,2299999.750000
1,1,117,87833.054688,0.000000,2299999.750000
1,2,117,82777.437500,0.000000,2299999.750000
1,1,118,87100.820312,0.000000,2299999.750000
1,2,118,53400.515625,0.000000,2299999.750000
1,1,119,109545.273438,0.000000,2299999.750000
1,2,119,40235.039062,0.000000,2299999.750000
1,1,120,110171.812500,0.000000,2299999.750000
1,2,120,93599.906250,0.000000,2299999.750000
1,1,121,73403.125000,0.000000,2299999.750000
1,2,121,26344.902344,0.000000,2299999.750000
1,1,122,136465.375000,0.000000,2299999.750000
1,2,122,89082.687500,0.000000,2299999.750000
1,1,123,8901.417969,0.000000,2299999.750000
1,2,123,123546.492188,0.000000,2299999.750000
1,1,124,56580.078125,0.000000,2299999.750000
1,2,124,30774.681641,0.000000,2299999.750000
1,1,125,170151.218750,0.000000,2299999.750000
1,2,125,125157.296875,0.000000,2299999.750000
1,1,126,162953.593750,0.000000,2299999.750000
1,2,126,97842.546875,0.000000,2299999.750000
1,1,127,93243.085938,0.000000,2299999.750000
1,2,127,83533.781250,0.000000,2299999.750000
1,1,128,95614.218750,0.000000,2299999.750000
1,2,128,43621.750000,0.000000,2299999.750000
1,1,129,78707.367188,0.000000,2299999.750000
1,2,129,148788.515625,0.000000,2299999.750000
1,1,130,86686.281250,0.000000,2299999.750000
1,2,130,61360.429688,0.000000,2299999.750000
1,1,131,78005.640625,0.000000,2299999.750000
1,2,131,120872.000000,0.000000,2299999.750000
1,1,132,95892.382812,0.000000,2299999.750000
1,2,132,152300.734375,0.000000,2299999.750000
1,1,133,95369.539062,0.000000,2299999.750000
1,2,133,88426.390625,0.000000,2299999.750000
1,1,134,27714.949219,0.000000,2299999.750000
1,2,134,85863.000000,0.000000,2299999.750000
1,1,135,53315.972656,0.000000,2299999.750000
1,2,135,127443.593750,0.000000,2299999.750000
1,1,136,74925.710938,0.000000,2299999.750000
1,2,136,113860.046875,0.000000,2299999.750000
1,1,137,25436.140625,0.000000,2299999.750000
1,2,137,72506.500000,0.000000,2299999.750000
1,1,138,91425.820312,0.000000,2299999.750000
1,2,138,61382.558594,0.000000,2299999.750000
1,1,139,131702.406250,0.000000,2299999.750000
1,2,139,54714.855469,0.000000,2299999.750000
1,1,140,89321.679688,0.000000,2299999.750000
1,2,140,136761.140625,0.000000,2299999.750000
1,1,141,96794.476562,0.000000,2299999.750000
1,2,141,89985.585938,0.000000,2299999.750000
1,1,142,5696.839844,0.000000,2299999.750000
1,2,142,73358.695312,0.000000,2299999.750000
1,1,143,66661.398438,0.000000,2299999.750000
1,2,143,83361.476562,0.000000,2299999.750000
1,1,144,61125.652344,0.000000,2299999.750000
1,2,144,119298.625000,0.000000,2299999.750000
1,1,145,152916.484375,0.000000,2299999.750000
1,2,145,27501.169922,0.000000,2299999.750000
1,1,146,105140.656250,0.000000,2299999.750000
1,2,146,33157.507812,0.000000,2299999.750000
1,1,147,90497.875000,0.000000,2299999.750000
1,2,147,78163.312500,0.000000,2299999.750000
1,1,148,29420.724609,0.000000,2299999.750000
1,2,148,54287.980469,0.000000,2299999.750000
1,1,149,83113.539062,0.000000,2299999.750000
1,2,149,29558.003906,0.000000,2299999.750000
1,1,150,76421.117188,0.000000,2299999.750000
1,2,150,112513.546875,0.000000,2299999.750000
1,1,151,77109.039062,0.000000,2299999.750000
1,2,151,117024.406250,0.000000,2299999.750000
1,1,152,128500.203125,0.000000,2299999.750000
1,2,152,85796.609375,0.000000,2299999.750000
1,1,153,98195.203125,0.000000,2299999.750000
1,2,153,139443.937500,0.000000,2299999.750000
1,1,154,53007.980469,0.000000,2299999.750000
1,2,154,38466.070312,0.000000,2299999.750000
1,1,155,131176.734375,0.000000,2299999.750000
1,2,155,61806.445312,0.000000,2299999.750000
1,1,156,52894.449219,0.000000,2299999.750000
1,2,156,103327.421875,0.000000,2299999.750000
1,1,157,28909.402344,0.000000,2299999.750000
1,2,157,147936.406250,0.000000,2299999.750000
1,1,158,118990.625000,0.000000,2299999.750000
1,2,158,57323.062500,0.000000,2299999.750000
1,1,159,121910.140625,0.000000,2299999.750000
1,2,159,33956.726562,0.000000,2299999.750000
1,1,160,23474.791016,0.000000,2299999.750000
1,2,160,65827.679688,0.000000,2299999.750000
1,1,161,11423.525391,0.000000,2299999.750000
1,2,161,82706.156250,0.000000,2299999.750000
1,1,162,66282.796875,0.000000,2299999.750000
1,2,162,17753.681641,0.000000,2299999.750000
1,1,163,114298.570312,0.000000,2299999.750000
1,2,163,19673.783203,0.000000,2299999.750000
1,1,164,80228.703125,0.000000,2299999.750000
1,2,164,9343.849609,0.000000,2299999.750000
1,1,165,126302.101562,0.000000,2299999.750000
1,2,165,95347.281250,0.000000,2299999.750000
1,1,166,42869.039062,0.000000,2299999.750000
1,2,166,141478.375000,0.000000,2299999.750000
1,1,167,153350.718750,0.000000,2299999.750000
1,2,167,63402.648438,0.000000,2299999.750000
1,1,168,89549.109375,0.000000,2299999.750000
1,2,168,111458.945312,0.000000,2299999.750000
1,1,169,108734.476562,0.000000,2299999.750000
1,2,169,21541.667969,0.000000,2299999.750000
1,1,170,76002.015625,0.000000,2299999.750000
1,2,170,104442.414062,0.000000,2299999.750000
1,1,171,94261.382812,0.000000,2299999.750000
1,2,171,148280.703125,0.000000,2299999.750000
1,1,172,64728.765625,0.000000,2299999.750000
1,2,172,82285.132812,0.000000,2299999.750000
1,1,173,80181.085938,0.000000,2299999.750000
1,2,173,35617.292969,0.000000,2299999.750000
1,1,174,36150.125000,0.000000,2299999.750000
1,2,174,104184.843750,0.000000,2299999.750000
1,1,175,124019.085938,0.000000,2299999.750000
1,2,175,47754.574219,0.000000,2299999.750000
1,1,176,134741.218750,0.000000,2299999.750000
1,2,176,112889.726562,0.000000,2299999.750000
1,1,177,89984.140625,0.000000,2299999.750000
1,2,177,60451.929688,0.000000,2299999.750000
1,1,178,122173.156250,0.000000,2299999.750000
1,2,178,93701.304688,0.000000,2299999.750000
1,1,179,139216.515625,0.000000,2299999.750000
1,2,179,76807.375000,0.000000,2299999.750000
1,1,180,50502.992188,0.000000,2299999.750000
1,2,180,82547.039062,0.000000,2299999.750000
1,1,181,39482.312500,0.000000,2299999.750000
1,2,181,23349.402344,0.000000,2299999.750000
1,1,182,57538.648438,0.000000,2299999.750000
1,2,182,160491.500000,0.000000,2299999.750000
1,1,183,90960.945312,0.000000,2299999.750000
1,2,183,95067.164062,0.000000,2299999.750000
1,1,184,115206.734375,0.000000,2299999.750000
1,2,184,104057.992188,0.000000,2299999.750000
1,1,185,48788.078125,0.000000,2299999.750000
1,2,185,38132.882812,0.000000,2299999.750000
1,1,186,52877.960938,0.000000,2299999.750000
1,2,186,21449.005859,0.000000,2299999.750000
1,1,187,71095.726562,0.000000,2299999.750000
1,2,187,56395.187500,0.000000,2299999.750000
1,1,188,105688.476562,0.000000,2299999.750000
1,2,188,77009.875000,0.000000,2299999.750000
1,1,189,123103.484375,0.000000,2299999.750000
1,2,189,88310.328125,0.000000,2299999.750000
1,1,190,59820.281250,0.000000,2299999.750000
1,2,190,77529.398438,0.000000,2299999.750000
1,1,191,69231.539062,0.000000,2299999.750000
1,2,191,95752.820312,0.000000,2299999.750000
1,1,192,94243.640625,0.000000,2299999.750000
1,2,192,76732.156250,0.000000,2299999.750000
1,1,193,127085.382812,0.000000,2299999.750000
1,2,193,102210.804688,0.000000,2299999.750000
1,1,194,54818.738281,0.000000,2299999.750000
1,2,194,133244.390625,0.000000,2299999.750000
1,1,195,47752.585938,0.000000,2299999.750000
1,2,195,111469.835938,0.000000,2299999.750000
1,1,196,91958.390625,0.000000,2299999.750000
1,2,196,54283.953125,0.000000,2299999.750000
1,1,197,87301.695312,0.000000,2299999.750000
1,2,197,86775.281250,0.000000,2299999.750000
1,1,198,68187.195312,0.000000,2299999.750000
1,2,198,144292.343750,0.000000,2299999.750000
1,1,199,80935.437500,0.000000,2299999.750000
1,2,199,90427.828125,0.000000,2299999.750000
1,1,200,56774.738281,0.000000,2299999.750000
1,2,200,78208.421875,0.000000,2299999.750000
1,1,201,110074.570312,0.000000,2299999.750000
1,2,201,12112.354492,0.000000,2299999.750000
1,1,202,99719.773438,0.000000,2299999.750000
1,2,202,16996.173828,0.000000,2299999.750000
1,1,203,61933.546875,0.000000,2299999.750000
1,2,203,151233.171875,0.000000,2299999.750000
1,1,204,73754.773438,0.000000,2299999.750000
1,2,204,126897.796875,0.000000,2299999.750000
1,1,205,30624.619141,0.000000,2299999.750000
1,2,205,12106.246094,0.000000,2299999.750000
1,1,206,31061.480469,0.000000,2299999.750000
1,2,206,89171.046875,0.000000,2299999.750000
1,1,207,76539.125000,0.000000,2299999.750000
1,2,207,57704.179688,0.000000,2299999.750000
1,1,208,122756.539062,0.000000,2299999.750000
1,2,208,61761.785156,0.000000,2299999.750000
1,1,209,151555.234375,0.000000,2299999.750000
1,2,209,41283.777344,0.000000,2299999.750000
1,1,210,103875.273438,0.000000,2299999.750000
1,2,210,122132.890625,0.000000,2299999.750000
1,1,211,96413.203125,0.000000,2299999.750000
1,2,211,11243.207031,0.000000,2299999.750000
1,1,212,103085.929688,0.000000,2299999.750000
1,2,212,88377.210938,0.000000,2299999.750000
1,1,213,150037.984375,0.000000,2299999.750000
1,2,213,15557.264648,0.000000,2299999.750000
1,1,214,120924.367188,0.000000,2299999.750000
1,2,214,99564.351562,0.000000,2299999.750000
1,1,215,41620.203125,0.000000,2299999.750000
1,2,215,35243.128906,0.000000,2299999.750000
1,1,216,60599.703125,0.000000,2299999.750000
1,2,216,9822.412109,0.000000,2299999.750000
1,1,217,149985.265625,0.000000,2299999.750000
1,2,217,9759.900391,0.000000,2299999.750000
1,1,218,50558.382812,0.000000,2299999.750000
1,2,218,125014.421875,0.000000,2299999.750000
1,1,219,44329.359375,0.000000,2299999.750000
1,2,219,36411.667969,0.000000,2299999.750000
1,1,220,63129.792969,0.000000,2299999.750000
1,2,220,145890.265625,0.000000,2299999.750000
1,1,221,53238.292969,0.000000,2299999.750000
1,2,221,39156.289062,0.000000,2299999.750000
1,1,222,35962.824219,0.000000,2299999.750000
1,2,222,72536.601562,0.000000,2299999.750000
1,1,223,83237.101562,0.000000,2299999.750000
1,2,223,152736.765625,0.000000,2299999.750000
1,1,224,90137.570312,0.000000,2299999.750000
1,2,224,58687.035156,0.000000,2299999.750000
1,1,225,63116.941406,0.000000,2299999.750000
1,2,225,116085.218750,0.000000,2299999.750000
1,1,226,49915.664062,0.000000,2299999.750000
1,2,226,89991.375000,0.000000,2299999.750000
1,1,227,79540.617188,0.000000,2299999.750000
1,2,227,96656.726562,0.000000,2299999.750000
1,1,228,91519.234375,0.000000,2299999.750000
1,2,228,98750.765625,0.000000,2299999.750000
1,1,229,75530.445312,0.000000,2299999.750000
1,2,229,122258.445312,0.000000,2299999.750000
1,1,230,24202.072266,0.000000,2299999.750000
1,2,230,28188.392578,0.000000,2299999.750000
1,1,231,102847.578125,0.000000,2299999.750000
1,2,231,104309.351562,0.000000,2299999.750000
1,1,232,109618.343750,0.000000,2299999.750000
1,2,232,66011.484375,0.000000,2299999.750000
1,1,233,94866.937500,0.000000,2299999.750000
1,2,233,116346.250000,0.000000,2299999.750000
1,1,234,88338.578125,0.000000,2299999.750000
1,2,234,78091.851562,0.000000,2299999.750000
1,1,235,42665.972656,0.000000,2299999.750000
1,2,235,14813.912109,0.000000,2299999.750000
1,1,236,151758.015625,0.000000,2299999.750000
1,2,236,79058.468750,0.000000,2299999.750000
1,1,237,41181.593750,0.000000,2299999.750000
1,2,237,58612.593750,0.000000,2299999.750000
1,1,238,111293.070312,0.000000,2299999.750000
1,2,238,40064.332031,0.000000,2299999.750000
1,1,239,62554.187500,0.000000,2299999.750000
1,2,239,120133.023438,0.000000,2299999.750000
1,1,240,55986.187500,0.000000,2299999.750000
1,2,240,107002.664062,0.000000,2299999.750000
1,1,241,74097.984375,0.000000,2299999.750000
1,2,241,115057.507812,0.000000,2299999.750000
1,1,242,100802.351562,0.000000,2299999.750000
1,2,242,98165.242188,0.000000,2299999.750000
1,1,243,29799.488281,0.000000,2299999.750000
1,2,243,67247.312500,0.000000,2299999.750000
1,1,244,33201.238281,0.000000,2299999.750000
1,2,244,92104.601562,0.000000,2299999.750000
1,1,245,36828.000000,0.000000,2299999.750000
1,2,245,97557.437500,0.000000,2299999.750000
1,1,246,84223.171875,0.000000,2299999.750000
1,2,246,95412.609375,0.000000,2299999.750000
1,1,247,62801.230469,0.000000,2299999.750000
1,2,247,107006.210938,0.000000,2299999.750000
1,1,248,49240.730469,0.000000,2299999.750000
1,2,248,117728.820312,0.000000,2299999.750000
1,1,249,62480.355469,0.000000,2299999.750000
1,2,249,60532.964844,0.000000,2299999.750000
1,1,250,64373.398438,0.000000,2299999.750000
1,2,250,46572.671875,0.000000,2299999.750000
1,1,251,63272.175781,0.000000,2299999.750000
1,2,251,132784.171875,0.000000,2299999.750000
1,1,252,30785.208984,0.000000,2299999.750000
1,2,252,117428.875000,0.000000,2299999.750000
1,1,253,127911.343750,0.000000,2299999.750000
1,2,253,33268.617188,0.000000,2299999.750000
1,1,254,159267.953125,0.000000,2299999.750000
1,2,254,27351.685547,0.000000,2299999.750000
1,1,255,56071.628906,0.000000,2299999.750000
1,2,255,98407.726562,0.000000,2299999.750000
1,1,256,51709.652344,0.000000,2299999.750000
1,2,256,103197.296875,0.000000,2299999.750000
1,1,257,164045.406250,0.000000,2299999.750000
1,2,257,99115.679688,0.000000,2299999.750000
1,1,258,112295.679688,0.000000,2299999.750000
1,2,258,57610.855469,0.000000,2299999.750000
1,1,259,117159.609375,0.000000,2299999.750000
1,2,259,46824.234375,0.000000,2299999.750000
1,1,260,95490.062500,0.000000,2299999.750000
1,2,260,134485.781250,0.000000,2299999.750000
1,1,261,103277.101562,0.000000,2299999.750000
1,2,261,136130.875000,0.000000,2299999.750000
1,1,262,81638.656250,0.000000,2299999.750000
1,2,262,131932.609375,0.000000,2299999.750000
1,1,263,96584.125000,0.000000,2299999.750000
1,2,263,69406.859375,0.000000,2299999.750000
1,1,264,90171.523438,0.000000,2299999.750000
1,2,264,93840.187500,0.000000,2299999.750000
1,1,265,71008.367188,0.000000,2299999.750000
1,2,265,124834.492188,0.000000,2299999.750000
1,1,266,27708.777344,0.000000,2299999.750000
1,2,266,7658.645508,0.000000,2299999.750000
1,1,267,110036.492188,0.000000,2299999.750000
1,2,267,108214.421875,0.000000,2299999.750000
1,1,268,101744.632812,0.000000,2299999.750000
1,2,268,148622.750000,0.000000,2299999.750000
1,1,269,173040.187500,0.000000,2299999.750000
1,2,269,107523.062500,0.000000,2299999.750000
1,1,270,144896.640625,0.000000,2299999.750000
1,2,270,19994.775391,0.000000,2299999.750000
1,1,271,60776.898438,0.000000,2299999.750000
1,2,271,75810.304688,0.000000,2299999.750000
1,1,272,73762.484375,0.000000,2299999.750000
1,2,272,60480.519531,0.000000,2299999.750000
1,1,273,84058.140625,0.000000,2299999.750000
1,2,273,151313.046875,0.000000,2299999.750000
1,1,274,32118.679688,0.000000,2299999.750000
1,2,274,31715.554688,0.000000,2299999.750000
1,1,275,42604.417969,0.000000,2299999.750000
1,2,275,62680.800781,0.000000,2299999.750000
1,1,276,145593.562500,0.000000,2299999.750000
1,2,276,79264.695312,0.000000,2299999.750000
1,1,277,12507.468750,0.000000,2299999.750000
1,2,277,114923.140625,0.000000,2299999.750000
1,1,278,35761.113281,0.000000,2299999.750000
1,2,278,69265.296875,0.000000,2299999.750000
1,1,279,6963.046387,0.000000,2299999.750000
1,2,279,60494.144531,0.000000,2299999.750000
1,1,280,54534.808594,0.000000,2299999.750000
1,2,280,112666.296875,0.000000,2299999.750000
1,1,281,16328.953125,0.000000,2299999.750000
1,2,281,29855.679688,0.000000,2299999.750000
1,1,282,11807.636719,0.000000,2299999.750000
1,2,282,19888.115234,0.000000,2299999.750000
1,1,283,89923.445312,0.000000,2299999.750000
1,2,283,31655.228516,0.000000,2299999.750000
1,1,284,25074.480469,0.000000,2299999.750000
1,2,284,107165.500000,0.000000,2299999.750000
1,1,285,14790.813477,0.000000,2299999.750000
1,2,285,113245.648438,0.000000,2299999.750000
1,1,286,37436.078125,0.000000,2299999.750000
1,2,286,107076.843750,0.000000,2299999.750000
1,1,287,20418.349609,0.000000,2299999.750000
1,2,287,159510.218750,0.000000,2299999.750000
1,1,288,109437.421875,0.000000,2299999.750000
1,2,288,61200.019531,0.000000,2299999.750000
1,1,289,44956.128906,0.000000,2299999.750000
1,2,289,7183.624512,0.000000,2299999.750000
1,1,290,137160.781250,0.000000,2299999.750000
1,2,290,92092.484375,0.000000,2299999.750000
1,1,291,88248.664062,0.000000,2299999.750000
