event_id,output_id,sidx,loss
26,2,-3,98290.60
26,2,-1,700.85
26,2,1,5743.11
26,3,-3,49145.30
26,3,-1,2500.33
26,3,1,2066.55
26,4,-3,19658.12
26,4,-1,389.56
26,4,1,169.56
26,5,-3,982906.00
26,5,-1,14337.34
26,5,1,70174.36
26,6,-3,98290.60
26,6,-1,4371.79
26,6,1,6589.65
26,7,-3,49145.30
26,7,-1,423.68
26,7,1,3068.59
26,8,-3,19658.12
26,8,-1,739.11
26,8,1,1480.02
27,1,-3,982906.00
27,1,-1,41589.18
27,1,1,24388.81
27,2,-3,98290.60
27,2,-1,4589.52
27,2,1,4176.42
27,3,-3,49145.30
27,3,-1,2585.15
27,3,1,1319.75
27,4,-3,19658.12
27,4,-1,663.86
27,4,1,504.29
27,5,-3,982906.00
27,5,-1,22824.15
27,5,1,38678.79
27,6,-3,98290.60
27,6,-1,1787.17
27,6,1,1890.12
27,7,-3,49145.30
27,7,-1,2793.23
27,7,1,1801.59
27,8,-3,19658.12
27,8,-1,862.29
27,8,1,1031.22
28,1,-3,982906.00
28,1,-1,25289.48
28,1,1,5018.24
28,2,-3,98290.60
28,2,-1,6222.68
28,2,1,905.64
28,3,-3,49145.30
28,3,-1,1581.27
28,3,1,1133.11
28,4,-3,19658.12
28,4,-1,842.24
28,4,1,1270.39
28,5,-3,982906.00
28,5,-1,58300.61
28,5,1,25976.31
28,6,-3,98290.60
28,6,-1,6264.91
28,6,1,1085.55
28,7,-3,49145.30
28,7,-1,3381.51
28,7,1,1103.94
28,8,-3,19658.12
28,8,-1,1070.74
28,8,1,222.27
29,1,-3,982906.00
29,1,-1,55046.44
29,1,1,26226.26
29,2,-3,98290.60
29,2,-1,5976.57
29,2,1,1246.29
29,3,-3,49145.30
29,3,-1,1939.16
29,3,1,1837.96
29,4,-3,19658.12
29,4,-1,169.87
29,4,1,49.69
29,5,-3,982906.00
29,5,-1,61287.45
29,5,1,42287.11
29,6,-3,98290.60
29,6,-1,2652.09
29,6,1,6180.12
29,7,-3,49145.30
29,7,-1,2852.65
29,7,1,3163.73
29,8,-3,19658.12
29,8,-1,878.04
29,8,1,1237.68
30,1,-3,982906.00
30,1,-1,5367.21
30,1,1,48623.91
30,2,-3,98290.60
30,2,-1,3226.08
30,2,1,2953.94
30,3,-3,49145.30
30,3,-1,3969.55
30,3,1,294.29
30,4,-3,19658.12
30,4,-1,1424.91
30,4,1,78.05
30,5,-3,982906.00
30,5,-1,72236.16
30,5,1,51291.72
30,6,-3,98290.60
30,6,-1,5476.72
30,6,1,1047.78
30,7,-3,49145.30
30,7,-1,2626.02
30,7,1,331.99
30,8,-3,19658.12
30,8,-1,1197.84
30,8,1,836.06
31,1,-3,982906.00
31,1,-1,69755.99
31,1,1,5991.33
31,2,-3,98290.60
31,2,-1,2316.15
31,2,1,2981.40
31,3,-3,49145.30
31,3,-1,1492.00
31,3,1,1280.51
31,4,-3,19658.12
31,4,-1,1237.61
31,4,1,501.27
31,5,-3,982906.00
31,5,-1,52341.09
31,5,1,4548.24
31,6,-3,98290.60
31,6,-1,5376.53
31,6,1,4868.68
31,7,-3,49145.30
31,7,-1,447.49
31,7,1,413.47
31,8,-3,19658.12
31,8,-1,217.53
31,8,1,963.92
32,1,-3,982906.00
32,1,-1,69264.10
32,1,1,8206.83
32,2,-3,98290.60
32,2,-1,7208.42
32,2,1,1670.71
32,3,-3,49145.30
32,3,-1,1808.01
32,3,1,663.64
32,4,-3,19658.12
32,4,-1,305.73
32,4,1,52.13
32,5,-3,982906.00
32,5,-1,69924.34
32,5,1,2799.84
32,6,-3,98290.60
32,6,-1,339.42
32,6,1,1536.33
32,7,-3,49145.30
32,7,-1,675.65
32,7,1,259.15
32,8,-3,19658.12
32,8,-1,1215.40
32,8,1,207.72
33,1,-3,982906.00
33,1,-1,6086.70
33,1,1,63243.08
33,2,-3,98290.60
33,2,-1,3754.89
33,2,1,7479.63
33,3,-3,49145.30
33,3,-1,3361.71
33,3,1,3130.37
33,4,-3,19658.12
33,4,-1,528.08
33,4,1,65.50
33,5,-3,982906.00
33,5,-1,78281.50
33,5,1,66007.58
33,6,-3,98290.60
33,6,-1,363.55
33,6,1,4871.34
33,7,-3,49145.30
33,7,-1,4126.20
33,7,1,2396.69
33,8,-3,19658.12
33,8,-1,1421.88
33,8,1,846.00
34,1,-3,982906.00
34,1,-1,49389.18
34,1,1,58539.29
34,2,-3,98290.60
34,2,-1,6831.02
34,2,1,778.78
34,3,-3,49145.30
34,3,-1,1687.76
34,3,1,147.93
34,4,-3,19658.12
34,4,-1,246.40
34,4,1,62.68
34,5,-3,982906.00
34,5,-1,45703.98
34,5,1,66355.01
34,6,-3,98290.60
34,6,-1,7182.94
34,6,1,759.69
34,7,-3,49145.30
34,7,-1,2542.11
34,7,1,3226.52
34,8,-3,19658.12
34,8,-1,509.72
34,8,1,185.33
35,1,-3,982906.00
35,1,-1,64839.75
35,1,1,26317.94
35,2,-3,98290.60
35,2,-1,4072.81
35,2,1,1710.18
35,3,-3,49145.30
35,3,-1,2624.12
35,3,1,2558.28
35,4,-3,19658.12
35,4,-1,418.18
35,4,1,427.26
35,5,-3,982906.00
35,5,-1,20816.95
35,5,1,21712.43
35,6,-3,98290.60
35,6,-1,6015.54
35,6,1,2656.55
35,7,-3,49145.30
35,7,-1,1087.15
35,7,1,1728.20
35,8,-3,19658.12
35,8,-1,957.62
35,8,1,199.39
36,1,-3,982906.00
36,1,-1,34506.62
36,1,1,45606.65
36,2,-3,98290.60
36,2,-1,1480.39
36,2,1,5084.66
36,3,-3,49145.30
36,3,-1,250.36
36,3,1,829.24
36,4,-3,19658.12
36,4,-1,1084.74
36,4,1,670.80
36,5,-3,982906.00
36,5,-1,16545.92
36,5,1,36409.63
36,6,-3,98290.60
36,6,-1,1058.63
36,6,1,6380.88
36,7,-3,49145.30
36,7,-1,784.00
36,7,1,5.69
36,8,-3,19658.12
36,8,-1,530.84
36,8,1,148.94
37,1,-3,982906.00
37,1,-1,9566.88
37,1,1,7113.06
37,2,-3,98290.60
37,2,-1,7683.27
37,2,1,5589.79
37,3,-3,49145.30
37,3,-1,1813.34
37,3,1,478.38
37,4,-3,19658.12
37,4,-1,167.87
37,4,1,258.08
37,5,-3,982906.00
37,5,-1,74723.61
37,5,1,26315.61
37,6,-3,98290.60
37,6,-1,7469.20
37,6,1,1982.59
37,7,-3,49145.30
37,7,-1,3266.62
37,7,1,3369.41
37,8,-3,19658.12
37,8,-1,287.10
37,8,1,883.36
38,1,-3,982906.00
38,1,-1,68771.16
38,1,1,46777.23
38,2,-3,98290.60
38,2,-1,2916.14
38,2,1,5653.23
38,3,-3,49145.30
38,3,-1,2736.37
38,3,1,454.80
38,4,-3,19658.12
38,4,-1,593.87
38,4,1,701.48
38,5,-3,982906.00
38,5,-1,15098.70
38,5,1,34466.80
38,6,-3,98290.60
38,6,-1,1003.11
38,6,1,2046.07
38,7,-3,49145.30
38,7,-1,2543.16
38,7,1,3430.13
38,8,-3,19658.12
38,8,-1,951.24
38,8,1,1122.94
39,1,-3,982906.00
39,1,-1,73017.72
39,1,1,53887.27
39,2,-3,98290.60
39,2,-1,1075.50
39,2,1,4322.29
39,3,-3,49145.30
39,3,-1,3430.80
39,3,1,1665.68
39,4,-3,19658.12
39,4,-1,41.33
39,4,1,644.78
39,5,-3,982906.00
39,5,-1,71577.12
39,5,1,3965.88
39,6,-3,98290.60
39,6,-1,3616.54
39,6,1,4406.57
39,7,-3,49145.30
39,7,-1,3668.83
39,7,1,1877.98
39,8,-3,19658.12
39,8,-1,777.27
39,8,1,767.17
40,1,-3,982906.00
40,1,-1,31131.25
40,1,1,33610.60
40,2,-3,98290.60
40,2,-1,3806.47
40,2,1,3635.57
40,3,-3,49145.30
40,3,-1,292.36
40,3,1,658.10
40,4,-3,19658.12
40,4,-1,359.98
40,4,1,375.46
40,5,-3,982906.00
40,5,-1,16866.15
40,5,1,53896.41
40,6,-3,98290.60
40,6,-1,1336.93
40,6,1,2904.08
40,7,-3,49145.30
40,7,-1,1033.93
40,7,1,3381.61
40,8,-3,19658.12
40,8,-1,210.85
40,8,1,728.87
41,1,-3,982906.00
41,1,-1,53283.70
41,1,1,23505.97
41,2,-3,98290.60
41,2,-1,1326.73
41,2,1,2665.52
41,3,-3,49145.30
41,3,-1,1685.44
41,3,1,2730.92
41,4,-3,19658.12
41,4,-1,1051.13
41,4,1,526.10
41,5,-3,982906.00
41,5,-1,77904.10
41,5,1,27017.99
41,6,-3,98290.60
41,6,-1,7031.81
41,6,1,3598.85
41,7,-3,49145.30
41,7,-1,1640.14
41,7,1,236.27
41,8,-3,19658.12
41,8,-1,1351.44
41,8,1,938.34
42,1,-3,982906.00
42,1,-1,31416.42
42,1,1,38503.88
42,2,-3,98290.60
42,2,-1,2399.62
42,2,1,2395.48
42,3,-3,49145.30
42,3,-1,1269.48
42,3,1,1214.56
42,4,-3,19658.12
42,4,-1,627.28
42,4,1,107.90
42,5,-3,982906.00
42,5,-1,13583.81
42,5,1,28402.70
42,6,-3,98290.60
42,6,-1,3869.42
42,6,1,3654.84
42,7,-3,49145.30
42,7,-1,1627.63
42,7,1,2616.07
42,8,-3,19658.12
42,8,-1,345.07
42,8,1,690.26
43,1,-3,982906.00
43,1,-1,3762.80
43,1,1,11828.83
43,2,-3,98290.60
43,2,-1,6993.67
43,2,1,5939.23
43,3,-3,49145.30
43,3,-1,51.87
43,3,1,0.18
43,4,-3,19658.12
43,4,-1,1251.79
43,4,1,43.32
43,5,-3,982906.00
43,5,-1,51525.86
43,5,1,24582.21
43,6,-3,98290.60
43,6,-1,6924.31
43,6,1,1356.37
43,7,-3,49145.30
43,7,-1,2221.23
43,7,1,789.56
43,8,-3,19658.12
43,8,-1,1389.27
43,8,1,1207.37
44,1,-3,982906.00
44,1,-1,48237.25
44,1,1,18177.07
44,2,-3,98290.60
44,2,-1,5082.92
44,2,1,4019.93
44,3,-3,49145.30
44,3,-1,1449.80
44,3,1,2345.91
44,4,-3,19658.12
44,4,-1,286.24
44,4,1,154.05
44,5,-3,982906.00
44,5,-1,5836.54
44,5,1,7536.52
44,6,-3,98290.60
44,6,-1,391.76
44,6,1,3866.76
44,7,-3,49145.30
44,7,-1,125.96
44,7,1,323.00
44,8,-3,19658.12
44,8,-1,1055.32
44,8,1,106.98
45,1,-3,982906.00
45,1,-1,69775.08
45,1,1,54512.69
45,2,-3,98290.60
45,2,-1,5387.73
45,2,1,3123.81
45,3,-3,49145.30
45,3,-1,1443.24
45,3,1,1215.60
45,4,-3,19658.12
45,4,-1,377.69
45,4,1,1140.80
45,5,-3,982906.00
45,5,-1,32778.51
45,5,1,38.36
45,6,-3,98290.60
45,6,-1,5182.38
45,6,1,1123.22
45,7,-3,49145.30
45,7,-1,956.63
45,7,1,646.14
45,8,-3,19658.12
45,8,-1,1154.64
45,8,1,413.78
46,1,-3,982906.00
46,1,-1,52304.58
46,1,1,20419.82
46,2,-3,98290.60
46,2,-1,293.13
46,2,1,589.26
46,3,-3,49145.30
46,3,-1,3058.18
46,3,1,2561.27
46,4,-3,19658.12
46,4,-1,453.16
46,4,1,866.39
46,5,-3,982906.00
46,5,-1,46871.29
46,5,1,32449.84
46,6,-3,98290.60
46,6,-1,702.18
46,6,1,2451.59
46,7,-3,49145.30
46,7,-1,668.23
46,7,1,1694.64
46,8,-3,19658.12
46,8,-1,1312.74
46,8,1,1009.79
47,1,-3,982906.00
47,1,-1,13280.12
47,1,1,27240.26
47,2,-3,98290.60
47,2,-1,4507.33
47,2,1,158.52
47,3,-3,49145.30
47,3,-1,2547.18
47,3,1,1981.90
47,4,-3,19658.12
47,4,-1,353.81
47,4,1,247.32
47,5,-3,982906.00
47,5,-1,67780.26
47,5,1,58535.04
47,6,-3,98290.60
47,6,-1,6074.66
47,6,1,5521.20
47,7,-3,49145.30
47,7,-1,3385.43
47,7,1,2061.37
47,8,-3,19658.12
47,8,-1,129.18
47,8,1,543.39
48,1,-3,982906.00
48,1,-1,5662.67
48,1,1,65641.80
48,2,-3,98290.60
48,2,-1,7156.96
48,2,1,2335.39
48,3,-3,49145.30
48,3,-1,3816.40
48,3,1,330.62
48,4,-3,19658.12
48,4,-1,1432.25
48,4,1,648.52
48,5,-3,982906.00
48,5,-1,68753.41
48,5,1,77969.92
48,6,-3,98290.60
48,6,-1,7414.66
48,6,1,6579.74
48,7,-3,49145.30
48,7,-1,1964.12
48,7,1,606.69
48,8,-3,19658.12
48,8,-1,1039.53
48,8,1,863.73
49,1,-3,982906.00
49,1,-1,42162.64
49,1,1,7950.10
49,2,-3,98290.60
49,2,-1,2060.20
49,2,1,2467.15
49,3,-3,49145.30
49,3,-1,1141.76
49,3,1,48.91
49,4,-3,19658.12
49,4,-1,69.40
49,4,1,609.87
49,5,-3,982906.00
49,5,-1,15883.73
49,5,1,4511.00
49,6,-3,98290.60
49,6,-1,3472.89
49,6,1,1599.73
49,7,-3,49145.30
49,7,-1,796.53
49,7,1,1813.87
49,8,-3,19658.12
49,8,-1,257.87
49,8,1,86.90
50,1,-3,982906.00
50,1,-1,40867.49
50,1,1,30211.12
50,2,-3,98290.60
50,2,-1,5153.52
50,2,1,622.70
50,3,-3,49145.30
50,3,-1,2229.08
50,3,1,3010.61
50,4,-3,19658.12
50,4,-1,956.20
50,4,1,144.60
50,5,-3,982906.00
50,5,-1,4582.00
50,5,1,37091.68
50,6,-3,98290.60
50,6,-1,3056.49
50,6,1,5543.75
50,7,-3,49145.30
50,7,-1,891.26
50,7,1,2464.34
50,8,-3,19658.12
50,8,-1,923.82
50,8,1,400.37
51,1,-3,982906.00
51,1,-1,35626.78
51,1,1,14750.71
51,2,-3,98290.60
51,2,-1,2198.20
51,2,1,469.88
51,3,-3,49145.30
51,3,-1,182.67
51,3,1,502.96
51,4,-3,19658.12
51,4,-1,605.97
51,4,1,216.20
51,5,-3,982906.00
51,5,-1,21858.73
51,5,1,459.76
51,6,-3,98290.60
