event_id,output_id,sidx,loss
233,2,1,2047.99
233,3,-3,49145.30
233,3,-1,1091.15
233,3,1,2936.89
233,4,-3,19658.12
233,4,-1,64.84
233,4,1,62.12
233,5,-3,982906.00
233,5,-1,53327.79
233,5,1,52328.24
233,6,-3,98290.60
233,6,-1,2690.94
233,6,1,1638.44
233,7,-3,49145.30
233,7,-1,2906.03
233,7,1,172.16
233,8,-3,19658.12
233,8,-1,641.91
233,8,1,994.71
234,1,-3,982906.00
234,1,-1,6758.28
234,1,1,40145.12
234,2,-3,98290.60
234,2,-1,5660.09
234,2,1,4170.97
234,3,-3,49145.30
234,3,-1,3977.95
234,3,1,1786.34
234,4,-3,19658.12
234,4,-1,1347.76
234,4,1,516.94
234,5,-3,982906.00
234,5,-1,66555.87
234,5,1,26838.34
234,6,-3,98290.60
234,6,-1,428.49
234,6,1,2401.86
234,7,-3,49145.30
234,7,-1,3441.76
234,7,1,1017.80
234,8,-3,19658.12
234,8,-1,168.39
234,8,1,1214.47
235,1,-3,982906.00
235,1,-1,30506.17
235,1,1,10428.41
235,2,-3,98290.60
235,2,-1,4928.79
235,2,1,959.08
235,3,-3,49145.30
235,3,-1,367.00
235,3,1,278.64
235,4,-3,19658.12
235,4,-1,250.93
235,4,1,79.41
235,5,-3,982906.00
235,5,-1,5534.71
235,5,1,1874.18
235,6,-3,98290.60
235,6,-1,274.81
235,6,1,179.75
235,7,-3,49145.30
235,7,-1,58.22
235,7,1,985.06
235,8,-3,19658.12
235,8,-1,745.33
235,8,1,29.37
236,1,-3,982906.00
236,1,-1,67423.56
236,1,1,34990.25
236,2,-3,98290.60
236,2,-1,6343.47
236,2,1,1041.93
236,3,-3,49145.30
236,3,-1,3737.39
236,3,1,2327.08
236,4,-3,19658.12
236,4,-1,378.77
236,4,1,886.07
236,5,-3,982906.00
236,5,-1,66163.25
236,5,1,33095.46
236,6,-3,98290.60
236,6,-1,4930.57
236,6,1,2995.23
236,7,-3,49145.30
236,7,-1,1505.02
236,7,1,2498.14
236,8,-3,19658.12
236,8,-1,1276.01
236,8,1,1224.32
237,1,-3,982906.00
237,1,-1,14069.50
237,1,1,18396.72
237,2,-3,98290.60
237,2,-1,3642.88
237,2,1,2705.38
237,3,-3,49145.30
237,3,-1,1354.33
237,3,1,1204.88
237,4,-3,19658.12
237,4,-1,274.90
237,4,1,964.00
237,5,-3,982906.00
237,5,-1,16804.12
237,5,1,29071.94
237,6,-3,98290.60
237,6,-1,4255.39
237,6,1,3640.23
237,7,-3,49145.30
237,7,-1,164.17
237,7,1,2500.18
237,8,-3,19658.12
237,8,-1,616.30
237,8,1,129.26
238,1,-3,982906.00
238,1,-1,39068.63
238,1,1,30448.01
238,2,-3,98290.60
238,2,-1,1951.12
238,2,1,3064.82
238,3,-3,49145.30
238,3,-1,2770.45
238,3,1,2263.41
238,4,-3,19658.12
238,4,-1,832.13
238,4,1,16.63
238,5,-3,982906.00
238,5,-1,57034.64
238,5,1,1880.80
238,6,-3,98290.60
238,6,-1,5920.09
238,6,1,2182.81
238,7,-3,49145.30
238,7,-1,3325.15
238,7,1,115.93
238,8,-3,19658.12
238,8,-1,390.86
238,8,1,91.94
239,1,-3,982906.00
239,1,-1,21136.67
239,1,1,39666.32
239,2,-3,98290.60
239,2,-1,5270.97
239,2,1,4318.24
239,3,-3,49145.30
239,3,-1,1556.25
239,3,1,921.64
239,4,-3,19658.12
239,4,-1,287.26
239,4,1,687.03
239,5,-3,982906.00
239,5,-1,30976.03
239,5,1,66109.14
239,6,-3,98290.60
239,6,-1,2226.59
239,6,1,4945.12
239,7,-3,49145.30
239,7,-1,612.44
239,7,1,2927.52
239,8,-3,19658.12
239,8,-1,487.98
239,8,1,558.00
240,1,-3,982906.00
240,1,-1,11396.14
240,1,1,26825.77
240,2,-3,98290.60
240,2,-1,5510.07
240,2,1,3377.75
240,3,-3,49145.30
240,3,-1,2656.03
240,3,1,2526.48
240,4,-3,19658.12
240,4,-1,31.65
240,4,1,627.48
240,5,-3,982906.00
240,5,-1,35102.97
240,5,1,66173.16
240,6,-3,98290.60
240,6,-1,22.01
240,6,1,5150.35
240,7,-3,49145.30
240,7,-1,4.96
240,7,1,2064.69
240,8,-3,19658.12
240,8,-1,1262.36
240,8,1,256.98
241,1,-3,982906.00
241,1,-1,8816.08
241,1,1,64811.52
241,2,-3,98290.60
241,2,-1,1353.56
241,2,1,316.57
241,3,-3,49145.30
241,3,-1,3681.57
241,3,1,111.29
241,4,-3,19658.12
241,4,-1,1056.93
241,4,1,895.09
241,5,-3,982906.00
241,5,-1,55063.16
241,5,1,43885.23
241,6,-3,98290.60
241,6,-1,1791.81
241,6,1,2093.44
241,7,-3,49145.30
241,7,-1,2324.99
241,7,1,2061.28
241,8,-3,19658.12
241,8,-1,9.89
241,8,1,883.08
242,1,-3,982906.00
242,1,-1,253.90
242,1,1,10741.71
242,2,-3,98290.60
242,2,-1,8071.90
242,2,1,1191.79
242,3,-3,49145.30
242,3,-1,4249.36
242,3,1,1933.52
242,4,-3,19658.12
242,4,-1,749.80
242,4,1,1427.32
242,5,-3,982906.00
242,5,-1,79893.86
242,5,1,78699.11
242,6,-3,98290.60
242,6,-1,5319.73
242,6,1,450.92
242,7,-3,49145.30
242,7,-1,1361.33
242,7,1,3531.89
242,8,-3,19658.12
242,8,-1,902.48
242,8,1,188.98
243,1,-3,982906.00
243,1,-1,2126.67
243,1,1,3100.59
243,2,-3,98290.60
243,2,-1,4920.50
243,2,1,4870.86
243,3,-3,49145.30
243,3,-1,1349.17
243,3,1,3527.26
243,4,-3,19658.12
243,4,-1,1042.40
243,4,1,382.44
243,5,-3,982906.00
243,5,-1,15052.17
243,5,1,48253.17
243,6,-3,98290.60
243,6,-1,2714.49
243,6,1,1894.86
243,7,-3,49145.30
243,7,-1,1650.40
243,7,1,3964.75
243,8,-3,19658.12
243,8,-1,943.68
243,8,1,1253.39
244,1,-3,982906.00
244,1,-1,24422.25
244,1,1,31502.69
244,2,-3,98290.60
244,2,-1,1639.56
244,2,1,6575.51
244,3,-3,49145.30
244,3,-1,631.29
244,3,1,2992.23
244,4,-3,19658.12
244,4,-1,791.37
244,4,1,606.02
244,5,-3,982906.00
244,5,-1,1127.50
244,5,1,43651.64
244,6,-3,98290.60
244,6,-1,4184.51
244,6,1,5657.13
244,7,-3,49145.30
244,7,-1,123.12
244,7,1,785.40
244,8,-3,19658.12
244,8,-1,281.64
244,8,1,334.00
245,1,-3,982906.00
245,1,-1,22642.79
245,1,1,56384.68
245,2,-3,98290.60
245,2,-1,2348.22
245,2,1,4686.90
245,3,-3,49145.30
245,3,-1,1869.25
245,3,1,1748.79
245,4,-3,19658.12
245,4,-1,362.75
245,4,1,574.46
245,5,-3,982906.00
245,5,-1,7552.34
245,5,1,26365.12
245,6,-3,98290.60
245,6,-1,532.75
245,6,1,5880.98
245,7,-3,49145.30
245,7,-1,1353.24
245,7,1,613.06
245,8,-3,19658.12
245,8,-1,166.66
245,8,1,1303.46
246,1,-3,982906.00
246,1,-1,7394.91
246,1,1,59186.01
246,2,-3,98290.60
246,2,-1,4441.89
246,2,1,4833.42
246,3,-3,49145.30
246,3,-1,3112.56
246,3,1,28.27
246,4,-3,19658.12
246,4,-1,1061.71
246,4,1,254.51
246,5,-3,982906.00
246,5,-1,63706.81
246,5,1,25583.00
246,6,-3,98290.60
246,6,-1,566.72
246,6,1,2719.85
246,7,-3,49145.30
246,7,-1,3249.54
246,7,1,1461.98
246,8,-3,19658.12
246,8,-1,689.03
246,8,1,1345.57
247,1,-3,982906.00
247,1,-1,22477.22
247,1,1,45497.09
247,2,-3,98290.60
247,2,-1,5851.04
247,2,1,5055.23
247,3,-3,49145.30
247,3,-1,1055.56
247,3,1,669.30
247,4,-3,19658.12
247,4,-1,431.55
247,4,1,159.72
247,5,-3,982906.00
247,5,-1,29609.02
247,5,1,49827.61
247,6,-3,98290.60
247,6,-1,487.94
247,6,1,1598.41
247,7,-3,49145.30
247,7,-1,2580.53
247,7,1,2853.04
247,8,-3,19658.12
247,8,-1,308.38
247,8,1,1345.80
248,1,-3,982906.00
248,1,-1,29175.35
248,1,1,54504.44
248,2,-3,98290.60
248,2,-1,1778.62
248,2,1,494.68
248,3,-3,49145.30
248,3,-1,212.49
248,3,1,2586.25
248,4,-3,19658.12
248,4,-1,628.49
248,4,1,564.10
248,5,-3,982906.00
248,5,-1,11748.31
248,5,1,51008.41
248,6,-3,98290.60
248,6,-1,4812.39
248,6,1,5584.64
248,7,-3,49145.30
248,7,-1,377.55
248,7,1,2887.56
248,8,-3,19658.12
248,8,-1,507.54
248,8,1,98.74
249,1,-3,982906.00
249,1,-1,43196.18
249,1,1,4108.21
249,2,-3,98290.60
249,2,-1,5015.79
249,2,1,7444.83
249,3,-3,49145.30
249,3,-1,328.22
249,3,1,2073.96
249,4,-3,19658.12
249,4,-1,158.65
249,4,1,1381.01
249,5,-3,982906.00
249,5,-1,7615.70
249,5,1,39611.17
249,6,-3,98290.60
249,6,-1,3388.44
249,6,1,4869.28
249,7,-3,49145.30
249,7,-1,2410.66
249,7,1,307.61
249,8,-3,19658.12
249,8,-1,366.73
249,8,1,736.90
250,1,-3,982906.00
250,1,-1,11143.48
250,1,1,30553.04
250,2,-3,98290.60
250,2,-1,2861.41
250,2,1,4338.43
250,3,-3,49145.30
250,3,-1,177.43
250,3,1,2468.75
250,4,-3,19658.12
250,4,-1,530.16
250,4,1,266.81
250,5,-3,982906.00
250,5,-1,44680.51
250,5,1,4189.65
250,6,-3,98290.60
250,6,-1,3678.92
250,6,1,3723.10
250,7,-3,49145.30
250,7,-1,1183.95
250,7,1,811.11
250,8,-3,19658.12
250,8,-1,117.55
250,8,1,221.77
251,1,-3,982906.00
251,1,-1,51104.09
251,1,1,54509.61
251,2,-3,98290.60
251,2,-1,1100.07
251,2,1,2000.77
251,3,-3,49145.30
251,3,-1,1282.87
251,3,1,3424.74
251,4,-3,19658.12
251,4,-1,927.06
251,4,1,1098.44
251,5,-3,982906.00
251,5,-1,6375.04
251,5,1,63144.04
251,6,-3,98290.60
251,6,-1,1009.04
251,6,1,5150.69
251,7,-3,49145.30
251,7,-1,341.00
251,7,1,2660.07
251,8,-3,19658.12
251,8,-1,1133.02
251,8,1,795.83
252,1,-3,982906.00
252,1,-1,11621.11
252,1,1,44745.98
252,2,-3,98290.60
252,2,-1,953.99
252,2,1,695.00
252,3,-3,49145.30
252,3,-1,1029.72
252,3,1,1116.02
252,4,-3,19658.12
252,4,-1,470.29
252,4,1,560.13
252,5,-3,982906.00
252,5,-1,12799.62
252,5,1,68322.40
252,6,-3,98290.60
252,6,-1,2715.31
252,6,1,520.69
252,7,-3,49145.30
252,7,-1,328.58
252,7,1,460.65
252,8,-3,19658.12
252,8,-1,866.58
252,8,1,1008.00
253,1,-3,982906.00
253,1,-1,40875.44
253,1,1,14818.91
253,2,-3,98290.60
253,2,-1,7561.34
253,2,1,320.41
253,3,-3,49145.30
253,3,-1,639.93
253,3,1,1504.17
253,4,-3,19658.12
253,4,-1,986.13
253,4,1,791.53
253,5,-3,982906.00
253,5,-1,72337.84
253,5,1,11069.71
253,6,-3,98290.60
253,6,-1,4733.45
253,6,1,3777.45
253,7,-3,49145.30
253,7,-1,572.54
253,7,1,670.44
253,8,-3,19658.12
253,8,-1,204.68
253,8,1,316.00
254,1,-3,982906.00
254,1,-1,71912.85
254,1,1,11150.03
254,2,-3,98290.60
254,2,-1,5912.29
254,2,1,2526.15
254,3,-3,49145.30
254,3,-1,2048.07
254,3,1,1842.47
254,4,-3,19658.12
254,4,-1,1436.34
254,4,1,487.17
254,5,-3,982906.00
254,5,-1,66001.47
254,5,1,7993.86
254,6,-3,98290.60
254,6,-1,7692.18
254,6,1,1659.96
254,7,-3,49145.30
254,7,-1,2793.84
254,7,1,1041.25
254,8,-3,19658.12
254,8,-1,1470.90
254,8,1,650.80
255,1,-3,982906.00
255,1,-1,23698.80
255,1,1,19709.43
255,2,-3,98290.60
255,2,-1,3878.77
255,2,1,2027.29
255,3,-3,49145.30
255,3,-1,2386.37
255,3,1,2828.52
255,4,-3,19658.12
255,4,-1,290.86
255,4,1,1115.19
255,5,-3,982906.00
255,5,-1,18660.56
255,5,1,64549.98
255,6,-3,98290.60
255,6,-1,4935.74
255,6,1,5944.24
255,7,-3,49145.30
255,7,-1,1282.70
255,7,1,989.05
255,8,-3,19658.12
255,8,-1,937.81
255,8,1,1244.04
256,1,-3,982906.00
256,1,-1,14782.34
256,1,1,23106.79
256,2,-3,98290.60
256,2,-1,1492.12
256,2,1,6468.76
256,3,-3,49145.30
256,3,-1,368.48
256,3,1,2847.53
256,4,-3,19658.12
256,4,-1,677.95
256,4,1,465.25
256,5,-3,982906.00
256,5,-1,30094.08
256,5,1,65485.05
256,6,-3,98290.60
256,6,-1,2919.55
256,6,1,3234.62
256,7,-3,49145.30
256,7,-1,978.36
256,7,1,999.41
256,8,-3,19658.12
256,8,-1,396.77
256,8,1,589.89
257,1,-3,982906.00
257,1,-1,79854.63
257,1,1,132.09
257,2,-3,98290.60
257,2,-1,344.21
257,2,1,7738.79
257,3,-3,49145.30
257,3,-1,956.57
257,3,1,3465.19
257,4,-3,19658.12
257,4,-1,44.51
257,4,1,1202.54
257,5,-3,982906.00
257,5,-1,74307.70
257,5,1,77885.68
257,6,-3,98290.60
257,6,-1,5837.35
257,6,1,7133.96
257,7,-3,49145.30
257,7,-1,1982.39
257,7,1,566.78
257,8,-3,19658.12
257,8,-1,718.05
257,8,1,990.66
258,1,-3,982906.00
258,1,-1,32479.67
258,1,1,10846.65
258,2,-3,98290.60
258,2,-1,6138.09
258,2,1,1298.13
258,3,-3,49145.30
258,3,-1,3293.58
258,3,1,1527.46
258,4,-3,19658.12
258,4,-1,1214.21
258,4,1,1171.73
258,5,-3,982906.00
258,5,-1,63034.96
258,5,1,36888.95
258,6,-3,98290.60
258,6,-1,5698.34
258,6,1,3462.60
258,7,-3,49145.30
258,7,-1,63.37
258,7,1,2091.33
258,8,-3,19658.12
258,8,-1,373.48
258,8,1,324.01
259,1,-3,982906.00
259,1,-1,55767.98
259,1,1,11368.19
259,2,-3,98290.60
259,2,-1,769.05
259,2,1,4564.34
259,3,-3,49145.30
259,3,-1,855.91
259,3,1,2866.10
259,4,-3,19658.12
259,4,-1,153.84
259,4,1,123.28
259,5,-3,982906.00
259,5,-1,49769.05
259,5,1,23981.23
259,6,-3,98290.60
259,6,-1,7427.13
259,6,1,1861.36
259,7,-3,49145.30
259,7,-1,1133.08
259,7,1,1789.42
259,8,-3,19658.12
259,8,-1,1283.57
259,8,1,270.33
260,1,-3,982906.00
260,1,-1,63938.78
260,1,1,58146.50
260,2,-3,98290.60
260,2,-1,3162.27
260,2,1,4422.27
260,3,-3,49145.30
260,3,-1,764.68
260,3,1,3700.09
260,4,-3,19658.12
260,4,-1,1180.03
260,4,1,825.19
260,5,-3,982906.00
260,5,-1,19584.87
260,5,1,60743.36
260,6,-3,98290.60
260,6,-1,3982.74
260,6,1,1673.92
260,7,-3,49145.30
260,7,-1,1713.50
260,7,1,3802.70
260,8,-3,19658.12
260,8,-1,1163.20
260,8,1,1171.75
261,1,-3,982906.00
261,1,-1,34054.35
261,1,1,62557.23
261,2,-3,98290.60
261,2,-1,2145.95
261,2,1,5173.09
261,3,-3,49145.30
261,3,-1,287.17
261,3,1,3149.30
261,4,-3,19658.12
261,4,-1,526.58
261,4,1,720.45
261,5,-3,982906.00
261,5,-1,56560.28
261,5,1,58394.87
261,6,-3,98290.60
261,6,-1,5978.22
261,6,1,4450.78
261,7,-3,49145.30
261,7,-1,3158.17
261,7,1,167.78
261,8,-3,19658.12
261,8,-1,566.38
261,8,1,1517.38
262,1,-3,982906.00
262,1,-1,9019.74
262,1,1,71286.79
262,2,-3,98290.60
262,2,-1,3835.27
262,2,1,4068.46
262,3,-3,49145.30
262,3,-1,208.09
262,3,1,2166.03
262,4,-3,19658.12
262,4,-1,1229.67
262,4,1,1294.50
262,5,-3,982906.00
262,5,-1,62311.34
262,5,1,47919.43
262,6,-3,98290.60
262,6,-1,2317.09
262,6,1,2410.06
262,7,-3,49145.30
262,7,-1,1861.95
262,7,1,2552.75
262,8,-3,19658.12
262,8,-1,855.50
262,8,1,234.60
263,1,-3,982906.00
263,1,-1,4210.33
263,1,1,52186.20
263,2,-3,98290.60
263,2,-1,3136.94
263,2,1,2346.00
263,3,-3,49145.30
263,3,-1,1317.02
263,3,1,2144.22
263,4,-3,19658.12
263,4,-1,1359.89
263,4,1,228.20
263,5,-3,982906.00
263,5,-1,76425.24
263,5,1,9925.66
263,6,-3,98290.60
263,6,-1,4280.82
263,6,1,931.46
263,7,-3,49145.30
263,7,-1,4176.07
263,7,1,1445.30
263,8,-3,19658.12
263,8,-1,1677.82
263,8,1,199.82
264,1,-3,982906.00
264,1,-1,53090.77
264,1,1,66640.30
264,2,-3,98290.60
264,2,-1,3182.57
264,2,1,1401.39
264,3,-3,49145.30
264,3,-1,2842.47
264,3,1,124.00
264,4,-3,19658.12
264,4,-1,431.30
264,4,1,70.71
264,5,-3,982906.00
264,5,-1,27544.66
264,5,1,23106.39
264,6,-3,98290.60
264,6,-1,1424.18
264,6,1,1776.02
264,7,-3,49145.30
264,7,-1,1354.23
264,7,1,622.59
264,8,-3,19658.12
264,8,-1,301.34
264,8,1,98.78
265,1,-3,982906.00
265,1,-1,52974.92
265,1,1,50305.31
265,2,-3,98290.60
265,2,-1,1786.22
265,2,1,242.01
265,3,-3,49145.30
265,3,-1,915.84
265,3,1,2643.66
265,4,-3,19658.12
265,4,-1,1175.35
265,4,1,1396.18
265,5,-3,982906.00
265,5,-1,6120.49
265,5,1,60722.12
265,6,-3,98290.60
265,6,-1,6183.82
265,6,1,6176.84
265,7,-3,49145.30
265,7,-1,1297.05
265,7,1,2639.81
265,8,-3,19658.12
265,8,-1,554.68
265,8,1,708.56
266,1,-3,982906.00
266,1,-1,18791.33
266,1,1,3252.14
266,2,-3,98290.60
266,2,-1,523.18
266,2,1,1416.14
266,3,-3,49145.30
266,3,-1,1422.48
266,3,1,968.74
266,4,-3,19658.12
266,4,-1,391.90
266,4,1,209.50
266,5,-3,982906.00
266,5,-1,1076.16
266,5,1,660.76
266,6,-3,98290.60
266,6,-1,3893.85
266,6,1,602.68
266,7,-3,49145.30
266,7,-1,974.81
266,7,1,309.52
266,8,-3,19658.12
266,8,-1,635.08
266,8,1,239.17
267,1,-3,982906.00
267,1,-1,25317.06
267,1,1,40116.90
267,2,-3,98290.60
267,2,-1,3426.53
267,2,1,6391.47
267,3,-3,49145.30
267,3,-1,3653.37
267,3,1,870.80
267,4,-3,19658.12
267,4,-1,809.80
267,4,1,269.34
267,5,-3,982906.00
267,5,-1,68760.06
267,5,1,57191.04
267,6,-3,98290.60
267,6,-1,5014.51
267,6,1,344.90
267,7,-3,49145.30
267,7,-1,2001.67
267,7,1,2688.08
267,8,-3,19658.12
267,8,-1,1053.50
267,8,1,341.90
268,1,-3,982906.00
268,1,-1,19616.71
268,1,1,63604.08
268,2,-3,98290.60
268,2,-1,1425.41
268,2,1,2303.23
268,3,-3,49145.30
268,3,-1,2555.64
268,3,1,3399.45
268,4,-3,19658.12
268,4,-1,217.46
268,4,1,1073.50
268,5,-3,982906.00
268,5,-1,73124.44
268,5,1,67856.09
268,6,-3,98290.60
268,6,-1,1113.38
268,6,1,7616.91
268,7,-3,49145.30
268,7,-1,3587.55
268,7,1,2005.16
268,8,-3,19658.12
268,8,-1,104.04
268,8,1,764.35
269,1,-3,982906.00
269,1,-1,77866.03
269,1,1,5425.57
269,2,-3,98290.60
269,2,-1,3361.82
269,2,1,2958.11
269,3,-3,49145.30
269,3,-1,835.17
269,3,1,2106.26
269,4,-3,19658.12
269,4,-1,1534.79
269,4,1,63.56
269,5,-3,982906.00
269,5,-1,79873.77
269,5,1,89512.88
269,6,-3,98290.60
269,6,-1,8028.98
269,6,1,6512.19
269,7,-3,49145.30
269,7,-1,602.11
269,7,1,432.21
269,8,-3,19658.12
269,8,-1,937.51
269,8,1,512.27
270,1,-3,982906.00
270,1,-1,70907.05
270,1,1,1055.65
270,2,-3,98290.60
270,2,-1,2140.57
270,2,1,3153.49
270,3,-3,49145.30
270,3,-1,1236.22
270,3,1,1942.01
270,4,-3,19658.12
270,4,-1,787.87
270,4,1,56.53
270,5,-3,982906.00
270,5,-1,60379.15
270,5,1,12604.08
270,6,-3,98290.60
270,6,-1,7350.90
270,6,1,610.26
270,7,-3,49145.30
270,7,-1,1176.24
270,7,1,147.77
270,8,-3,19658.12
270,8,-1,918.68
270,8,1,424.98
271,1,-3,982906.00
271,1,-1,28910.63
271,1,1,54369.17
271,2,-3,98290.60
271,2,-1,4154.64
271,2,1,1129.11
271,3,-3,49145.30
271,3,-1,1744.72
271,3,1,1666.97
271,4,-3,19658.12
271,4,-1,938.24
271,4,1,251.35
271,5,-3,982906.00
271,5,-1,22289.78
271,5,1,12051.03
271,6,-3,98290.60
271,6,-1,1154.05
271,6,1,3679.28
271,7,-3,49145.30
271,7,-1,1510.60
271,7,1,1610.00
271,8,-3,19658.12
271,8,-1,74.24
271,8,1,1053.39
272,1,-3,982906.00
272,1,-1,60373.07
272,1,1,37851.55
272,2,-3,98290.60
272,2,-1,3900.73
272,2,1,1531.72
272,3,-3,49145.30
272,3,-1,577.19
272,3,1,1223.94
272,4,-3,19658.12
272,4,-1,517.75
272,4,1,1132.26
272,5,-3,982906.00
272,5,-1,3835.05
272,5,1,14443.57
272,6,-3,98290.60
272,6,-1,1164.57
272,6,1,3201.11
272,7,-3,49145.30
272,7,-1,2351.57
272,7,1,277.05
272,8,-3,19658.12
272,8,-1,1042.57
272,8,1,819.32
273,1,-3,982906.00
273,1,-1,43819.12
273,1,1,70695.92
273,2,-3,98290.60
273,2,-1,1843.50
273,2,1,1947.49
273,3,-3,49145.30
273,3,-1,1777.70
273,3,1,2587.59
273,4,-3,19658.12
273,4,-1,833.54
273,4,1,898.48
273,5,-3,982906.00
273,5,-1,30868.59
273,5,1,64634.36
273,6,-3,98290.60
273,6,-1,1261.34
273,6,1,7174.82
273,7,-3,49145.30
273,7,-1,2673.91
273,7,1,2591.23
273,8,-3,19658.12
273,8,-1,980.46
273,8,1,783.16
274,1,-3,982906.00
274,1,-1,2615.71
274,1,1,6559.46
274,2,-3,98290.60
274,2,-1,1053.78
274,2,1,5297.12
274,3,-3,49145.30
274,3,-1,675.29
274,3,1,1064.87
274,4,-3,19658.12
274,4,-1,530.83
274,4,1,466.32
274,5,-3,982906.00
274,5,-1,21881.27
274,5,1,10934.24
274,6,-3,98290.60
274,6,-1,3617.71
274,6,1,5648.88
274,7,-3,49145.30
274,7,-1,698.20
274,7,1,906.04
274,8,-3,19658.12
274,8,-1,1045.88
274,8,1,838.62
275,1,-3,982906.00
275,1,-1,27880.97
275,1,1,37290.20
275,2,-3,98290.60
275,2,-1,1767.23
275,2,1,5524.16
275,3,-3,49145.30
275,3,-1,1199.46
275,3,1,2656.67
275,4,-3,19658.12
275,4,-1,19.41
275,4,1,1094.03
275,5,-3,982906.00
275,5,-1,7262.79
275,5,1,13203.65
275,6,-3,98290.60
275,6,-1,2146.77
275,6,1,731.04
275,7,-3,49145.30
275,7,-1,2124.56
275,7,1,1631.11
275,8,-3,19658.12
275,8,-1,203.22
275,8,1,549.95
276,1,-3,982906.00
276,1,-1,63681.72
276,1,1,57194.18
276,2,-3,98290.60
276,2,-1,1750.75
276,2,1,6121.74
276,3,-3,49145.30
276,3,-1,277.84
276,3,1,2149.60
276,4,-3,19658.12
276,4,-1,1285.13
276,4,1,600.80
276,5,-3,982906.00
276,5,-1,70822.63
276,5,1,9110.74
276,6,-3,98290.60
276,6,-1,3950.64
276,6,1,3547.26
276,7,-3,49145.30
276,7,-1,3630.71
276,7,1,113.79
276,8,-3,19658.12
276,8,-1,194.14
276,8,1,426.58
277,1,-3,982906.00
277,1,-1,7283.62
277,1,1,64663.63
277,2,-3,98290.60
277,2,-1,1075.32
277,2,1,6983.29
277,3,-3,49145.30
277,3,-1,895.85
277,3,1,1288.89
277,4,-3,19658.12
277,4,-1,227.28
277,4,1,881.38
277,5,-3,982906.00
277,5,-1,2284.32
277,5,1,34541.96
277,6,-3,98290.60
277,6,-1,180.59
277,6,1,3890.27
277,7,-3,49145.30
277,7,-1,560.10
277,7,1,1291.42
277,8,-3,19658.12
277,8,-1,0.39
277,8,1,1382.29
278,1,-3,982906.00
278,1,-1,9801.96
278,1,1,14628.55
278,2,-3,98290.60
278,2,-1,4256.80
278,2,1,4847.56
278,3,-3,49145.30
278,3,-1,919.06
278,3,1,292.01
278,4,-3,19658.12
278,4,-1,142.97
278,4,1,1168.34
278,5,-3,982906.00
278,5,-1,18040.88
278,5,1,44209.57
278,6,-3,98290.60
278,6,-1,714.11
278,6,1,382.11
278,7,-3,49145.30
278,7,-1,1816.03
278,7,1,2564.71
278,8,-3,19658.12
278,8,-1,69.29
278,8,1,1172.46
279,1,-3,982906.00
279,1,-1,3619.77
279,1,1,4935.30
279,2,-3,98290.60
279,2,-1,829.10
279,2,1,2623.74
279,3,-3,49145.30
279,3,-1,395.28
279,3,1,163.04
279,4,-3,19658.12
279,4,-1,141.62
279,4,1,686.57
279,5,-3,982906.00
279,5,-1,742.57
279,5,1,45300.17
279,6,-3,98290.60
279,6,-1,555.85
279,6,1,2317.48
279,7,-3,49145.30
279,7,-1,245.67
279,7,1,3836.49
279,8,-3,19658.12
279,8,-1,433.20
279,8,1,631.35
280,1,-3,982906.00
280,1,-1,25020.75
280,1,1,45516.25
280,2,-3,98290.60
280,2,-1,724.95
280,2,1,595.60
280,3,-3,49145.30
280,3,-1,1222.53
280,3,1,2874.07
280,4,-3,19658.12
280,4,-1,262.65
280,4,1,1436.88
280,5,-3,982906.00
280,5,-1,19126.88
280,5,1,53531.15
280,6,-3,98290.60
280,6,-1,5163.67
280,6,1,6010.63
280,7,-3,49145.30
280,7,-1,2446.32
280,7,1,1484.99
280,8,-3,19658.12
280,8,-1,567.05
280,8,1,1216.74
281,1,-3,982906.00
281,1,-1,10129.11
281,1,1,14185.12
281,2,-3,98290.60
281,2,-1,519.11
281,2,1,1070.26
281,3,-3,49145.30
281,3,-1,764.60
281,3,1,979.76
281,4,-3,19658.12
281,4,-1,40.07
281,4,1,785.10
281,5,-3,982906.00
281,5,-1,2921.94
281,5,1,10374.61
281,6,-3,98290.60
281,6,-1,533.27
281,6,1,936.67
281,7,-3,49145.30
281,7,-1,1405.03
281,7,1,742.47
281,8,-3,19658.12
281,8,-1,15.82
281,8,1,781.70
282,1,-3,982906.00
282,1,-1,5714.17
282,1,1,15466.11
282,2,-3,98290.60
282,2,-1,486.32
282,2,1,689.40
282,3,-3,49145.30
282,3,-1,1371.91
282,3,1,232.20
282,4,-3,19658.12
282,4,-1,582.74
282,4,1,23.47
282,5,-3,982906.00
282,5,-1,1763.45
282,5,1,2362.26
282,6,-3,98290.60
282,6,-1,728.84
282,6,1,16.09
282,7,-3,49145.30
282,7,-1,807.45
282,7,1,849.02
282,8,-3,19658.12
282,8,-1,352.76
282,8,1,249.57
283,1,-3,982906.00
283,1,-1,50764.92
283,1,1,14724.25
283,2,-3,98290.60
283,2,-1,4281.92
283,2,1,2792.77
283,3,-3,49145.30
283,3,-1,1763.85
283,3,1,415.28
283,4,-3,19658.12
283,4,-1,587.38
283,4,1,320.38
283,5,-3,982906.00
283,5,-1,29806.64
283,5,1,8465.24
283,6,-3,98290.60
283,6,-1,1475.48
283,6,1,2808.99
283,7,-3,49145.30
283,7,-1,967.99
283,7,1,1328.93
283,8,-3,19658.12
283,8,-1,275.26
283,8,1,799.38
284,1,-3,982906.00
284,1,-1,4659.24
284,1,1,62447.38
